"uid"	"city_name"	"offense_code"	"offense_type"	"offense_group"	"offense_against"	"date_single"	"longitude"	"latitude"	"location_type"	"location_category"	"census_block"	"date_start"	"date_end"
"283"	1217110	"Austin"	"23H"	"all other larceny"	"larceny/theft offenses"	"property"	2018-05-12 19:47:00	-97.808853	30.199297	"other"	"other"	"484530017282007"	NA	NA
"284"	1217166	"Austin"	"90E"	"drunkenness (except driving under the influence)"	"drunkenness (except driving under the influence)"	"society"	2018-05-12 23:50:00	-97.695805	30.318716	"street"	"street"	"484530021041010"	NA	NA
"285"	1217256	"Austin"	"13C"	"intimidation"	"assault offenses"	"persons"	2018-05-13 11:53:00	-97.688714	30.358943	"vehicle parking"	"open space"	"484530018233001"	NA	NA
"286"	1217344	"Austin"	"90E"	"drunkenness (except driving under the influence)"	"drunkenness (except driving under the influence)"	"society"	2018-05-13 22:05:00	-97.756493	30.33744	"vehicle parking"	"open space"	"484530017181016"	NA	NA
"287"	1217366	"Austin"	"240"	"motor vehicle theft"	"motor vehicle theft"	"property"	2018-05-14 00:00:00	-97.729375	30.32212	"vehicle parking"	"open space"	"484530002052009"	NA	NA
"288"	1217369	"Austin"	"90E"	"drunkenness (except driving under the influence)"	"drunkenness (except driving under the influence)"	"society"	2018-05-14 00:52:00	-97.694606	30.364428	"vehicle parking"	"open space"	"484530018233005"	NA	NA
"289"	1217629	"Austin"	"90Z"	"all other offenses"	"all other offenses"	"other"	2018-05-15 09:00:00	-97.789517	30.194822	"residence"	"residence"	"484530024242013"	NA	NA
"290"	1217805	"Austin"	"90D"	"driving under the influence"	"driving under the influence"	"society"	2018-05-16 00:06:00	-97.715712	30.260385	"street"	"street"	"484530009022005"	NA	NA
"291"	1217817	"Austin"	"90D"	"driving under the influence"	"driving under the influence"	"society"	2018-05-16 01:13:00	-97.737367	30.257539	"street"	"street"	"484530011002002"	NA	NA
"292"	1217823	"Austin"	"13A"	"aggravated assault"	"assault offenses"	"persons"	2018-05-16 02:00:00	-97.75802	30.180012	"residence"	"residence"	"484530024271009"	NA	NA
"293"	1217835	"Austin"	"26B"	"credit card/automated teller machine fraud"	"fraud offenses (except counterfeiting/forgery and bad checks)"	"property"	2018-05-16 05:00:00	-97.65703	30.392567	"gas station"	"retail"	"484530018392026"	NA	NA
"294"	1217938	"Austin"	"23H"	"all other larceny"	"larceny/theft offenses"	"property"	2018-05-16 18:30:00	-97.698565	30.429883	"other"	"other"	"484530018471006"	NA	NA
"295"	1217961	"Austin"	"23F"	"theft from motor vehicle (except theft of motor vehicle parts or accessories)"	"larceny/theft offenses"	"property"	2018-05-16 20:30:00	-97.781199	30.376664	"street"	"street"	"484530017162009"	NA	NA
"296"	1217985	"Austin"	"12U"	"other robbery"	"robbery"	"property"	2018-05-16 22:30:00	-97.724266	30.233755	"vehicle parking"	"open space"	"484530023163000"	NA	NA
"297"	1217990	"Austin"	"90E"	"drunkenness (except driving under the influence)"	"drunkenness (except driving under the influence)"	"society"	2018-05-16 22:55:00	-97.70238	30.36733	"residence"	"residence"	"484530018192001"	NA	NA
"298"	1218025	"Austin"	"40B"	"assisting or promoting prostitution"	"prostitution offenses"	"society"	2018-05-17 02:52:00	-97.701629	30.336023	"street"	"street"	"484530018123004"	NA	NA
"299"	1218118	"Austin"	"13A"	"aggravated assault"	"assault offenses"	"persons"	2018-05-17 15:19:00	-97.649366	30.388094	"restaurant"	"leisure"	"484530018391044"	NA	NA
"300"	1218178	"Austin"	"23C"	"shoplifting"	"larceny/theft offenses"	"property"	2018-05-17 20:27:00	-97.786272	30.198055	"supermarket"	"retail"	"484530024023002"	NA	NA
"301"	1218482	"Austin"	"23C"	"shoplifting"	"larceny/theft offenses"	"property"	2018-05-19 09:30:00	-97.733639	30.26671	"office"	"commercial"	"484530009012014"	NA	NA
"302"	1218594	"Austin"	"22U"	"other burglary/breaking & entering"	"burglary/breaking & entering"	"property"	2018-05-19 20:13:00	-97.77877	30.176541	"vehicle parking"	"open space"	"484530024291000"	NA	NA
"303"	1218738	"Austin"	"26B"	"credit card/automated teller machine fraud"	"fraud offenses (except counterfeiting/forgery and bad checks)"	"property"	2018-05-20 12:08:00	-97.75517	30.413403	"residence"	"residence"	"484530025003000"	NA	NA
"304"	1218792	"Austin"	"90E"	"drunkenness (except driving under the influence)"	"drunkenness (except driving under the influence)"	"society"	2018-05-20 18:13:00	-97.692314	30.326051	"street"	"street"	"484530018111023"	NA	NA
"305"	1219012	"Austin"	"90C"	"disorderly conduct"	"disorderly conduct"	"society"	2018-05-21 16:20:00	-97.800921	30.345223	"residence"	"residence"	"484530019121002"	NA	NA
"306"	1219035	"Austin"	"23F"	"theft from motor vehicle (except theft of motor vehicle parts or accessories)"	"larceny/theft offenses"	"property"	2018-05-21 18:00:00	-97.777423	30.234051	"residence"	"residence"	"484530020053004"	NA	NA
"307"	1219154	"Austin"	"90Z"	"all other offenses"	"all other offenses"	"other"	2018-05-22 10:30:00	-97.728394	30.374552	"other"	"other"	"484530018491034"	NA	NA
"308"	1219300	"Austin"	"13C"	"intimidation"	"assault offenses"	"persons"	2018-05-22 22:43:00	-97.687715	30.364495	"street"	"street"	"484530018233001"	NA	NA
"309"	1219358	"Austin"	"23H"	"all other larceny"	"larceny/theft offenses"	"property"	2018-05-23 08:00:00	-97.711928	30.282951	"residence"	"residence"	"484530004022012"	NA	NA
"310"	1219435	"Austin"	"35A"	"drug/narcotic violations"	"drug/narcotic offenses"	"society"	2018-05-23 15:39:00	-97.685497	30.358516	"residence"	"residence"	"484530018331004"	NA	NA
"311"	1219831	"Austin"	"23H"	"all other larceny"	"larceny/theft offenses"	"property"	2018-05-25 14:00:00	-97.645222	30.291952	"residence"	"residence"	"484530022084011"	NA	NA
"312"	1219945	"Austin"	"23G"	"theft of motor vehicle parts or accessories"	"larceny/theft offenses"	"property"	2018-05-25 23:00:00	-97.703422	30.318529	"residence"	"residence"	"484530021052013"	NA	NA
"313"	1220090	"Austin"	"90J"	"trespass of real property"	"trespass of real property"	"society"	2018-05-26 17:16:00	-97.763115	30.242912	"residence"	"residence"	"484530013072000"	NA	NA
"314"	1220091	"Austin"	"13A"	"aggravated assault"	"assault offenses"	"persons"	2018-05-26 17:18:00	-97.742935	30.263155	"street"	"street"	"484530011001150"	NA	NA
"315"	1220105	"Austin"	"13A"	"aggravated assault"	"assault offenses"	"persons"	2018-05-26 18:15:00	-97.730989	30.239585	"residence"	"residence"	"484530023161001"	NA	NA
"316"	1220489	"Austin"	"35A"	"drug/narcotic violations"	"drug/narcotic offenses"	"society"	2018-05-28 09:47:00	-97.679621	30.306047	"vehicle parking"	"open space"	"484530021074004"	NA	NA
"317"	1221157	"Austin"	"23H"	"all other larceny"	"larceny/theft offenses"	"property"	2018-05-31 12:00:00	-97.715664	30.254185	"residence"	"residence"	"484530009023030"	NA	NA
"318"	1221243	"Austin"	"35A"	"drug/narcotic violations"	"drug/narcotic offenses"	"society"	2018-05-31 21:04:00	-97.726002	30.237624	"vehicle parking"	"open space"	"484530023161005"	NA	NA
"319"	1221280	"Austin"	"23H"	"all other larceny"	"larceny/theft offenses"	"property"	2018-06-01 00:01:00	-97.709676	30.420921	"vehicle parking"	"open space"	"484530018292001"	NA	NA
"320"	1221346	"Austin"	"23C"	"shoplifting"	"larceny/theft offenses"	"property"	2018-06-01 09:30:00	-97.702139	30.421966	"other retail"	"retail"	"484530018481001"	NA	NA
"321"	1221422	"Austin"	"13B"	"simple assault"	"assault offenses"	"persons"	2018-06-01 13:38:00	-97.73535	30.307651	"healthcare"	"healthcare"	"484530002031007"	NA	NA
"322"	1221462	"Austin"	"13A"	"aggravated assault"	"assault offenses"	"persons"	2018-06-01 17:00:00	-97.688659	30.328124	"residence"	"residence"	"484530018111003"	NA	NA
"323"	1221473	"Austin"	"23H"	"all other larceny"	"larceny/theft offenses"	"property"	2018-06-01 17:30:00	-97.726939	30.400079	"other retail"	"retail"	"484530018491007"	NA	NA
"324"	1221616	"Austin"	"90D"	"driving under the influence"	"driving under the influence"	"society"	2018-06-02 04:36:00	-97.714955	30.320429	"street"	"street"	"484530015033030"	NA	NA
"325"	1221621	"Austin"	"90Z"	"all other offenses"	"all other offenses"	"other"	2018-06-02 06:08:00	-97.767048	30.181224	"residence"	"residence"	"484530024273017"	NA	NA
"326"	1221629	"Austin"	"23C"	"shoplifting"	"larceny/theft offenses"	"property"	2018-06-02 08:07:00	-97.742102	30.285587	"healthcare"	"healthcare"	"484530006042005"	NA	NA
"327"	1221632	"Austin"	"290"	"destruction/damage/vandalism of property (except arson)"	"destruction/damage/vandalism of property (except arson)"	"property"	2018-06-02 08:34:00	-97.735539	30.267444	"street"	"street"	"484530011001056"	NA	NA
"328"	1221690	"Austin"	"23H"	"all other larceny"	"larceny/theft offenses"	"property"	2018-06-02 14:00:00	-97.718594	30.235977	"residence"	"residence"	"484530023181006"	NA	NA
"329"	1221780	"Austin"	"90J"	"trespass of real property"	"trespass of real property"	"society"	2018-06-02 21:51:00	-97.711378	30.259557	"supermarket"	"retail"	"484530009022001"	NA	NA
"330"	1221861	"Austin"	"23H"	"all other larceny"	"larceny/theft offenses"	"property"	2018-06-03 06:30:00	-97.729251	30.261618	"vehicle parking"	"open space"	"484530009024034"	NA	NA
"331"	1221880	"Austin"	"23H"	"all other larceny"	"larceny/theft offenses"	"property"	2018-06-03 09:51:00	-97.673696	30.299304	"residence"	"residence"	"484530021081000"	NA	NA
"332"	1221957	"Austin"	"23C"	"shoplifting"	"larceny/theft offenses"	"property"	2018-06-03 17:40:00	-97.795834	30.237467	"other"	"other"	"484530019012010"	NA	NA
"333"	1221998	"Austin"	"13A"	"aggravated assault"	"assault offenses"	"persons"	2018-06-03 20:39:00	-97.74521	30.268716	"street"	"street"	"484530011001085"	NA	NA
"334"	1222320	"Austin"	"90Z"	"all other offenses"	"all other offenses"	"other"	2018-06-05 09:08:00	-97.772514	30.279677	"street"	"street"	"484530016022022"	NA	NA
"335"	1222352	"Austin"	"26B"	"credit card/automated teller machine fraud"	"fraud offenses (except counterfeiting/forgery and bad checks)"	"property"	2018-06-05 12:00:00	-97.713301	30.236537	"residence"	"residence"	"484530023171004"	NA	NA
"336"	1222365	"Austin"	"290"	"destruction/damage/vandalism of property (except arson)"	"destruction/damage/vandalism of property (except arson)"	"property"	2018-06-05 13:00:00	-97.671896	30.405264	"other"	"other"	"484530018392004"	NA	NA
"337"	1222371	"Austin"	"23H"	"all other larceny"	"larceny/theft offenses"	"property"	2018-06-05 13:21:00	-97.715627	30.304403	"vehicle parking"	"open space"	"484530003041032"	NA	NA
"338"	1222459	"Austin"	"13C"	"intimidation"	"assault offenses"	"persons"	2018-06-05 20:41:00	-97.643984	30.304872	"residence"	"residence"	"484530022023054"	NA	NA
"339"	1222468	"Austin"	"23F"	"theft from motor vehicle (except theft of motor vehicle parts or accessories)"	"larceny/theft offenses"	"property"	2018-06-05 21:00:00	-97.788164	30.220334	"residence"	"residence"	"484530020022010"	NA	NA
"340"	1222652	"Austin"	"13C"	"intimidation"	"assault offenses"	"persons"	2018-06-06 16:56:00	-97.717656	30.296221	"supermarket"	"retail"	"484530003071021"	NA	NA
"341"	1223007	"Austin"	"13A"	"aggravated assault"	"assault offenses"	"persons"	2018-06-08 02:24:00	-97.772884	30.221042	"street"	"street"	"484530020031008"	NA	NA
"342"	1223175	"Austin"	"13B"	"simple assault"	"assault offenses"	"persons"	2018-06-08 19:37:00	-97.73535	30.307651	"other"	"other"	"484530002031007"	NA	NA
"343"	1223492	"Austin"	"26A"	"false pretenses/swindle/confidence game"	"fraud offenses (except counterfeiting/forgery and bad checks)"	"property"	2018-06-10 01:52:00	-97.663751	30.396656	"residence"	"residence"	"484530018392014"	NA	NA
"344"	1223810	"Austin"	"23H"	"all other larceny"	"larceny/theft offenses"	"property"	2018-06-11 14:00:00	-97.784619	30.226876	"college"	"education"	"484530020021003"	NA	NA
"345"	1223867	"Austin"	"90E"	"drunkenness (except driving under the influence)"	"drunkenness (except driving under the influence)"	"society"	2018-06-11 18:04:00	-97.710765	30.252855	"street"	"street"	"484530009022032"	NA	NA
"346"	1224168	"Austin"	"13A"	"aggravated assault"	"assault offenses"	"persons"	2018-06-13 00:54:00	-97.739273	30.266813	"bar/club"	"leisure"	"484530011001105"	NA	NA
"347"	1224250	"Austin"	"13B"	"simple assault"	"assault offenses"	"persons"	2018-06-13 12:02:00	-97.692912	30.382859	"other"	"other"	"484530018452023"	NA	NA
"348"	1224270	"Austin"	"23C"	"shoplifting"	"larceny/theft offenses"	"property"	2018-06-13 14:15:00	-97.722407	30.403051	"other retail"	"retail"	"484530018491016"	NA	NA
"349"	1224687	"Austin"	"26C"	"impersonation"	"fraud offenses (except counterfeiting/forgery and bad checks)"	"property"	2018-06-15 12:00:00	-97.72556	30.269849	"residence"	"residence"	"484530008042022"	NA	NA
"350"	1224800	"Austin"	"90Z"	"all other offenses"	"all other offenses"	"other"	2018-06-15 19:07:00	-97.715281	30.304764	"residence"	"residence"	"484530003041031"	NA	NA
"351"	1224841	"Austin"	"13A"	"aggravated assault"	"assault offenses"	"persons"	2018-06-15 22:32:00	-97.718354	30.329649	"residence"	"residence"	"484530015033027"	NA	NA
"352"	1225097	"Austin"	"90Z"	"all other offenses"	"all other offenses"	"other"	2018-06-17 00:00:00	-97.689975	30.284354	"residence"	"residence"	"484530021092005"	NA	NA
"353"	1225140	"Austin"	"290"	"destruction/damage/vandalism of property (except arson)"	"destruction/damage/vandalism of property (except arson)"	"property"	2018-06-17 02:57:00	-97.694334	30.326957	"street"	"street"	"484530018122005"	NA	NA
"354"	1225146	"Austin"	"90Z"	"all other offenses"	"all other offenses"	"other"	2018-06-17 03:55:00	-97.706375	30.321401	"other retail"	"retail"	"484530021052008"	NA	NA
"355"	1225182	"Austin"	"26U"	"other fraud"	"fraud offenses (except counterfeiting/forgery and bad checks)"	"property"	2018-06-17 12:17:00	-97.689964	30.374547	"office"	"commercial"	"484530018232006"	NA	NA
"356"	1225261	"Austin"	"13A"	"aggravated assault"	"assault offenses"	"persons"	2018-06-17 20:35:00	-97.763449	30.193941	"residence"	"residence"	"484530024192004"	NA	NA
"357"	1225402	"Austin"	"90J"	"trespass of real property"	"trespass of real property"	"society"	2018-06-18 14:02:00	-97.685892	30.357551	"supermarket"	"retail"	"484530018331004"	NA	NA
"358"	1225412	"Austin"	"23F"	"theft from motor vehicle (except theft of motor vehicle parts or accessories)"	"larceny/theft offenses"	"property"	2018-06-18 15:00:00	-97.739653	30.432153	"vehicle parking"	"open space"	"484530017864006"	NA	NA
"359"	1225450	"Austin"	"23H"	"all other larceny"	"larceny/theft offenses"	"property"	2018-06-18 18:00:00	-97.670003	30.312173	"office"	"commercial"	"484530021131014"	NA	NA
"360"	1225529	"Austin"	"23F"	"theft from motor vehicle (except theft of motor vehicle parts or accessories)"	"larceny/theft offenses"	"property"	2018-06-18 23:00:00	-97.740782	30.382977	"vehicle parking"	"open space"	"484530017531030"	NA	NA
"361"	1225657	"Austin"	"22U"	"other burglary/breaking & entering"	"burglary/breaking & entering"	"property"	2018-06-19 17:00:00	-97.698303	30.228196	"residence"	"residence"	"484530023121013"	NA	NA
"362"	1225814	"Austin"	"240"	"motor vehicle theft"	"motor vehicle theft"	"property"	2018-06-20 12:09:00	-97.765165	30.300779	"religious"	"other"	"484530016035012"	NA	NA
"363"	1225831	"Austin"	"90Z"	"all other offenses"	"all other offenses"	"other"	2018-06-20 13:29:00	-97.770307	30.20264	"residence"	"residence"	"484530024024000"	NA	NA
"364"	1225915	"Austin"	"23F"	"theft from motor vehicle (except theft of motor vehicle parts or accessories)"	"larceny/theft offenses"	"property"	2018-06-20 19:10:00	-97.671954	30.278775	"residence"	"residence"	"484530021101028"	NA	NA
"365"	1226151	"Austin"	"13A"	"aggravated assault"	"assault offenses"	"persons"	2018-06-21 21:07:00	-97.707063	30.353294	"vehicle parking"	"open space"	"484530018051009"	NA	NA
"366"	1226180	"Austin"	"23F"	"theft from motor vehicle (except theft of motor vehicle parts or accessories)"	"larceny/theft offenses"	"property"	2018-06-21 23:00:00	-97.77956	30.230155	"vehicle parking"	"open space"	"484530020052001"	NA	NA
"367"	1226272	"Austin"	"290"	"destruction/damage/vandalism of property (except arson)"	"destruction/damage/vandalism of property (except arson)"	"property"	2018-06-22 12:00:00	-97.697902	30.364991	"other"	"other"	"484530018192003"	NA	NA
"368"	1226349	"Austin"	"35A"	"drug/narcotic violations"	"drug/narcotic offenses"	"society"	2018-06-22 18:08:00	-97.70615	30.316393	"other retail"	"retail"	"484530021052014"	NA	NA
"369"	1226401	"Austin"	"13A"	"aggravated assault"	"assault offenses"	"persons"	2018-06-22 22:40:00	-97.740764	30.235712	"hotel"	"hotel"	"484530014023006"	NA	NA
"370"	1226411	"Austin"	"13A"	"aggravated assault"	"assault offenses"	"persons"	2018-06-22 23:19:00	-97.77103	30.230056	"healthcare"	"healthcare"	"484530013071005"	NA	NA
"371"	1226493	"Austin"	"90F"	"family offenses, nonviolent"	"family offenses, nonviolent"	"society"	2018-06-23 11:26:00	-97.775673	30.498072	"other"	"other"	"484910205091019"	NA	NA
"372"	1226517	"Austin"	"23C"	"shoplifting"	"larceny/theft offenses"	"property"	2018-06-23 14:00:00	-97.67023	30.422595	"other retail"	"retail"	"484530018391001"	NA	NA
"373"	1226551	"Austin"	"290"	"destruction/damage/vandalism of property (except arson)"	"destruction/damage/vandalism of property (except arson)"	"property"	2018-06-23 17:00:00	-97.724398	30.255144	"street"	"street"	"484530010003011"	NA	NA
"374"	1226690	"Austin"	"90D"	"driving under the influence"	"driving under the influence"	"society"	2018-06-24 02:59:00	-97.74171	30.266788	"street"	"street"	"484530011001093"	NA	NA
"375"	1226699	"Austin"	"13A"	"aggravated assault"	"assault offenses"	"persons"	2018-06-24 03:45:00	-97.730949	30.222969	"vehicle parking"	"open space"	"484530023132000"	NA	NA
"376"	1226738	"Austin"	"26C"	"impersonation"	"fraud offenses (except counterfeiting/forgery and bad checks)"	"property"	2018-06-24 12:00:00	-97.857016	30.202545	"residence"	"residence"	"484530017771016"	NA	NA
"377"	1226758	"Austin"	"35B"	"drug equipment violations"	"drug/narcotic offenses"	"society"	2018-06-24 13:20:00	-97.702942	30.355338	"street"	"street"	"484530018052014"	NA	NA
"378"	1227091	"Austin"	"23H"	"all other larceny"	"larceny/theft offenses"	"property"	2018-06-26 00:00:00	-97.727474	30.258911	"street"	"street"	"484530009024054"	NA	NA
"379"	1227201	"Austin"	"23H"	"all other larceny"	"larceny/theft offenses"	"property"	2018-06-26 13:00:00	-97.716518	30.239735	"residence"	"residence"	"484530023172002"	NA	NA
"380"	1227317	"Austin"	"240"	"motor vehicle theft"	"motor vehicle theft"	"property"	2018-06-27 00:00:00	-97.847373	30.415227	"residence"	"residence"	"484530017141042"	NA	NA
"381"	1227352	"Austin"	"240"	"motor vehicle theft"	"motor vehicle theft"	"property"	2018-06-27 06:00:00	-97.750241	30.290066	"street"	"street"	"484530006032000"	NA	NA
"382"	1227459	"Austin"	"250"	"counterfeiting/forgery"	"counterfeiting/forgery"	"property"	2018-06-27 16:55:00	-97.698598	30.272881	"finance"	"commercial"	"484530008011000"	NA	NA
"383"	1227572	"Austin"	"90D"	"driving under the influence"	"driving under the influence"	"society"	2018-06-28 02:09:00	-97.777863	30.190841	"street"	"street"	"484530024222002"	NA	NA
"384"	1227582	"Austin"	"35A"	"drug/narcotic violations"	"drug/narcotic offenses"	"society"	2018-06-28 04:00:00	-97.748075	30.287275	"street"	"street"	"484530006041000"	NA	NA
"385"	1227666	"Austin"	"40A"	"prostitution"	"prostitution offenses"	"society"	2018-06-28 14:48:00	-97.713034	30.367559	"street"	"street"	"484530018203012"	NA	NA
"386"	1227824	"Austin"	"90Z"	"all other offenses"	"all other offenses"	"other"	2018-06-29 05:32:00	-97.629632	30.171457	"residence"	"residence"	"484530024352009"	NA	NA
"387"	1227833	"Austin"	"23H"	"all other larceny"	"larceny/theft offenses"	"property"	2018-06-29 08:00:00	-97.760179	30.257259	"residence"	"residence"	"484530013032000"	NA	NA
"388"	1227928	"Austin"	"23F"	"theft from motor vehicle (except theft of motor vehicle parts or accessories)"	"larceny/theft offenses"	"property"	2018-06-29 17:30:00	-97.677705	30.409078	"vehicle parking"	"open space"	"484530018483009"	NA	NA
"389"	1227941	"Austin"	"23H"	"all other larceny"	"larceny/theft offenses"	"property"	2018-06-29 18:30:00	-97.745399	30.304908	"healthcare"	"healthcare"	"484530002043026"	NA	NA
"390"	1227955	"Austin"	"13A"	"aggravated assault"	"assault offenses"	"persons"	2018-06-29 19:41:00	-97.767238	30.24605	"residence"	"residence"	"484530013052008"	NA	NA
"391"	1227976	"Austin"	"23H"	"all other larceny"	"larceny/theft offenses"	"property"	2018-06-29 21:54:00	-97.842387	30.228615	"residence"	"residence"	"484530017492010"	NA	NA
"392"	1227989	"Austin"	"13B"	"simple assault"	"assault offenses"	"persons"	2018-06-29 23:00:00	-97.749159	30.264771	"street"	"street"	"484530011001116"	NA	NA
"393"	1228056	"Austin"	"290"	"destruction/damage/vandalism of property (except arson)"	"destruction/damage/vandalism of property (except arson)"	"property"	2018-06-30 04:00:00	-97.778969	30.197637	"residence"	"residence"	"484530024022020"	NA	NA
"394"	1228137	"Austin"	"13A"	"aggravated assault"	"assault offenses"	"persons"	2018-06-30 15:05:00	-97.772298	30.190609	"restaurant"	"leisure"	"484530024222002"	NA	NA
"395"	1228198	"Austin"	"23F"	"theft from motor vehicle (except theft of motor vehicle parts or accessories)"	"larceny/theft offenses"	"property"	2018-06-30 20:00:00	-97.712497	30.277839	"residence"	"residence"	"484530008031027"	NA	NA
"396"	1228351	"Austin"	"26C"	"impersonation"	"fraud offenses (except counterfeiting/forgery and bad checks)"	"property"	2018-07-01 12:00:00	-97.772897	30.458899	"residence"	"residence"	"484910204092020"	NA	NA
"397"	1228422	"Austin"	"23F"	"theft from motor vehicle (except theft of motor vehicle parts or accessories)"	"larceny/theft offenses"	"property"	2018-07-01 17:00:00	-97.734789	30.412447	"residence"	"residence"	"484530017543007"	NA	NA
"398"	1228715	"Austin"	"13A"	"aggravated assault"	"assault offenses"	"persons"	2018-07-02 23:15:00	-97.710853	30.376992	"residence"	"residence"	"484530018201003"	NA	NA
"399"	1228726	"Austin"	"22U"	"other burglary/breaking & entering"	"burglary/breaking & entering"	"property"	2018-07-03 00:00:00	-97.763849	30.252924	"other"	"other"	"484530013032006"	NA	NA
"400"	1228853	"Austin"	"23F"	"theft from motor vehicle (except theft of motor vehicle parts or accessories)"	"larceny/theft offenses"	"property"	2018-07-03 15:30:00	-97.775085	30.44765	"residence"	"residence"	"484910204061000"	NA	NA
"401"	1228946	"Austin"	"13B"	"simple assault"	"assault offenses"	"persons"	2018-07-03 23:00:00	-97.759622	30.238931	"residence"	"residence"	"484530013084000"	NA	NA
"402"	1229060	"Austin"	"90J"	"trespass of real property"	"trespass of real property"	"society"	2018-07-04 13:45:00	-97.681238	30.304769	"other transportation"	"transportation"	"484530021123014"	NA	NA
"403"	1229066	"Austin"	"13A"	"aggravated assault"	"assault offenses"	"persons"	2018-07-04 14:37:00	-97.760549	30.292479	"street"	"street"	"484530016035004"	NA	NA
"404"	1229127	"Austin"	"90J"	"trespass of real property"	"trespass of real property"	"society"	2018-07-04 21:24:00	-97.777847	30.246034	"healthcare"	"healthcare"	"484530020051000"	NA	NA
"405"	1229236	"Austin"	"23F"	"theft from motor vehicle (except theft of motor vehicle parts or accessories)"	"larceny/theft offenses"	"property"	2018-07-05 10:00:00	-97.885516	30.20229	"green space"	"open space"	"484530017372030"	NA	NA
"406"	1229273	"Austin"	"23C"	"shoplifting"	"larceny/theft offenses"	"property"	2018-07-05 14:01:00	-97.691169	30.339153	"other retail"	"retail"	"484530018132022"	NA	NA
"407"	1229347	"Austin"	"90Z"	"all other offenses"	"all other offenses"	"other"	2018-07-05 20:07:00	-97.780853	30.208291	"street"	"street"	"484530024021010"	NA	NA
"408"	1229450	"Austin"	"22U"	"other burglary/breaking & entering"	"burglary/breaking & entering"	"property"	2018-07-06 08:25:00	-97.749446	30.307916	"restaurant"	"leisure"	"484530001013021"	NA	NA
"409"	1229488	"Austin"	"26B"	"credit card/automated teller machine fraud"	"fraud offenses (except counterfeiting/forgery and bad checks)"	"property"	2018-07-06 12:45:00	-97.679564	30.304764	"residence"	"residence"	"484530021074004"	NA	NA
"410"	1229495	"Austin"	"90Z"	"all other offenses"	"all other offenses"	"other"	2018-07-06 13:36:00	-97.693225	30.252775	"residence"	"residence"	"484530021112022"	NA	NA
"411"	1229530	"Austin"	"35A"	"drug/narcotic violations"	"drug/narcotic offenses"	"society"	2018-07-06 16:31:00	-97.690775	30.355152	"street"	"street"	"484530018062000"	NA	NA
"412"	1229616	"Austin"	"13B"	"simple assault"	"assault offenses"	"persons"	2018-07-06 23:07:00	-97.70396	30.338478	"vehicle parking"	"open space"	"484530018041002"	NA	NA
"413"	1229772	"Austin"	"90Z"	"all other offenses"	"all other offenses"	"other"	2018-07-07 17:17:00	-97.696531	30.267679	"residence"	"residence"	"484530008011007"	NA	NA
"414"	1229896	"Austin"	"13B"	"simple assault"	"assault offenses"	"persons"	2018-07-08 09:00:00	-97.73535	30.307651	"healthcare"	"healthcare"	"484530002031007"	NA	NA
"415"	1230138	"Austin"	"23H"	"all other larceny"	"larceny/theft offenses"	"property"	2018-07-09 16:00:00	-97.713301	30.236537	"residence"	"residence"	"484530023171004"	NA	NA
"416"	1230299	"Austin"	"90J"	"trespass of real property"	"trespass of real property"	"society"	2018-07-10 09:07:00	-97.705006	30.332778	"convenience store"	"retail"	"484530015034009"	NA	NA
"417"	1230300	"Austin"	"23F"	"theft from motor vehicle (except theft of motor vehicle parts or accessories)"	"larceny/theft offenses"	"property"	2018-07-10 09:21:00	-97.703293	30.319544	"vehicle parking"	"open space"	"484530021052010"	NA	NA
"418"	1230432	"Austin"	"250"	"counterfeiting/forgery"	"counterfeiting/forgery"	"property"	2018-07-10 20:19:00	-97.744786	30.226253	"hotel"	"hotel"	"484530023072002"	NA	NA
"419"	1230571	"Austin"	"23F"	"theft from motor vehicle (except theft of motor vehicle parts or accessories)"	"larceny/theft offenses"	"property"	2018-07-11 14:17:00	-97.818306	30.214186	"other"	"other"	"484530017503000"	NA	NA
"420"	1230590	"Austin"	"23H"	"all other larceny"	"larceny/theft offenses"	"property"	2018-07-11 16:00:00	-97.671896	30.405264	NA	NA	"484530018392004"	NA	NA
"421"	1230688	"Austin"	"13A"	"aggravated assault"	"assault offenses"	"persons"	2018-07-11 23:55:00	-97.742294	30.279735	"street"	"street"	"484530007001035"	NA	NA
"422"	1230919	"Austin"	"90Z"	"all other offenses"	"all other offenses"	"other"	2018-07-13 00:42:00	-97.706367	30.286292	"street"	"street"	"484530004021009"	NA	NA
"423"	1231148	"Austin"	"23G"	"theft of motor vehicle parts or accessories"	"larceny/theft offenses"	"property"	2018-07-14 00:15:00	-97.738623	30.205492	"vehicle parking"	"open space"	"484530024132000"	NA	NA
"424"	1231243	"Austin"	"26B"	"credit card/automated teller machine fraud"	"fraud offenses (except counterfeiting/forgery and bad checks)"	"property"	2018-07-14 12:22:00	-97.918214	30.180774	"other"	"other"	"484530017751017"	NA	NA
"425"	1231406	"Austin"	"22U"	"other burglary/breaking & entering"	"burglary/breaking & entering"	"property"	2018-07-15 02:00:00	-97.728096	30.289403	"healthcare"	"healthcare"	"484530004012015"	NA	NA
"426"	1231421	"Austin"	"13A"	"aggravated assault"	"assault offenses"	"persons"	2018-07-15 04:07:00	-97.814333	30.17309	"residence"	"residence"	"484530024211001"	NA	NA
