"","cmplnt_num","addr_pct_cd","boro_nm","cmplnt_fr_dt","cmplnt_fr_tm","cmplnt_to_dt","cmplnt_to_tm","crm_atpt_cptd_cd","hadevelopt","housing_psa","jurisdiction_code","juris_desc","ky_cd","law_cat_cd","loc_of_occur_desc","ofns_desc","parks_nm","patrol_boro","pd_cd","pd_desc","prem_typ_desc","rpt_dt","station_name","susp_age_group","susp_race","susp_sex","transit_district","vic_age_group","vic_race","vic_sex","x_coord_cd","y_coord_cd","latitude","longitude","lat_lon"
"1",857927015,10,"MANHATTAN","2019-01-29T00:00:00.000","16:37:00","2019-01-29T00:00:00.000","16:45:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",106,"FELONY","","FELONY ASSAULT","","PATROL BORO MAN SOUTH",109,"ASSAULT 2,1,UNCLASSIFIED","STREET","2019-01-30T00:00:00.000","","18-24","BLACK","M",NA,"UNKNOWN","UNKNOWN","M",984140,211709,40.747777093,-74.0003984429999,"(40.747777093, -74.000398443)"
"2",479254687,101,"QUEENS","2019-03-29T00:00:00.000","17:00:00","2019-03-29T00:00:00.000","17:10:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",107,"FELONY","INSIDE","BURGLARY","","PATROL BORO QUEENS SOUTH",221,"BURGLARY,RESIDENCE,DAY","RESIDENCE - APT. HOUSE","2019-03-29T00:00:00.000","","UNKNOWN","BLACK","M",NA,"25-44","BLACK","F",1054076,157437,40.5985375930001,-73.748559596,"(40.598537593, -73.748559596)"
"3",320007604,41,"BRONX","2019-02-06T00:00:00.000","02:00:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",105,"FELONY","INSIDE","ROBBERY","","PATROL BORO BRONX",396,"ROBBERY,BEGIN AS SHOPLIFTING","DRUG STORE","2019-02-06T00:00:00.000","","45-64","BLACK","M",NA,"UNKNOWN","UNKNOWN","D",1011589,237996,40.819885621,-73.901226998,"(40.819885621, -73.901226998)"
"4",746022144,68,"BROOKLYN","2019-01-08T00:00:00.000","22:49:00","2019-01-08T00:00:00.000","22:52:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",117,"FELONY","","DANGEROUS DRUGS","","PATROL BORO BKLYN SOUTH",503,"CONTROLLED SUBSTANCE,INTENT TO","STREET","2019-01-08T00:00:00.000","","25-44","WHITE","M",NA,"UNKNOWN","UNKNOWN","E",984439,166855,40.6246631290001,-73.999320591,"(40.624663129, -73.999320591)"
"5",145366108,25,"MANHATTAN","2019-02-11T00:00:00.000","12:07:00","","","COMPLETED","",NA,11,"N.Y. STATE POLICE",236,"MISDEMEANOR","","DANGEROUS WEAPONS","","PATROL BORO MAN NORTH",782,"WEAPONS, POSSESSION, ETC","STREET","2019-02-11T00:00:00.000","","","","",NA,"UNKNOWN","UNKNOWN","E",1002776,231994,40.8034346800001,-73.9330844799999,"(40.80343468, -73.93308448)"
"6",889702556,32,"MANHATTAN","2019-03-11T00:00:00.000","21:40:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",105,"FELONY","FRONT OF","ROBBERY","","PATROL BORO MAN NORTH",384,"ROBBERY,POCKETBOOK/CARRIED BAG","STREET","2019-03-11T00:00:00.000","","65+","BLACK","M",NA,"45-64","BLACK","F",999283,235265,40.8124193030001,-73.945694068,"(40.812419303, -73.945694068)"
"7",291569019,50,"BRONX","2019-02-16T00:00:00.000","17:15:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES","","PATROL BORO BRONX",101,"ASSAULT 3","RESIDENCE - APT. HOUSE","2019-02-16T00:00:00.000","","45-64","BLACK","M",NA,"45-64","BLACK","M",1011244,256820,40.8715530060001,-73.902397688,"(40.871553006, -73.902397688)"
"8",811464670,73,"BROOKLYN","2019-02-09T00:00:00.000","20:36:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",111,"FELONY","","POSSESSION OF STOLEN PROPERTY","","PATROL BORO BKLYN NORTH",493,"STOLEN PROPERTY-MOTOR VEH 2ND,","STREET","2019-03-07T00:00:00.000","","","","",NA,"45-64","UNKNOWN","F",1009192,182352,40.667163928,-73.9100935669999,"(40.667163928, -73.910093567)"
"9",605345964,46,"BRONX","2019-03-14T00:00:00.000","18:20:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",118,"FELONY","FRONT OF","DANGEROUS WEAPONS","","PATROL BORO BRONX",792,"WEAPONS POSSESSION 1 & 2","STREET","2019-03-14T00:00:00.000","","","","",NA,"UNKNOWN","UNKNOWN","E",1011923,250786,40.8549894060001,-73.8999675049999,"(40.854989406, -73.899967505)"
"10",816741975,18,"MANHATTAN","2019-03-30T00:00:00.000","14:58:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","","PATROL BORO MAN SOUTH",433,"LARCENY,GRAND FROM STORE-SHOPL","DEPARTMENT STORE","2019-03-30T00:00:00.000","","25-44","WHITE","F",NA,"UNKNOWN","UNKNOWN","D",991531,217373,40.7633203390001,-73.973717904,"(40.763320339, -73.973717904)"
"11",403194332,113,"QUEENS","2019-03-17T00:00:00.000","15:53:00","2019-03-17T00:00:00.000","16:07:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",113,"FELONY","","FORGERY","","PATROL BORO QUEENS SOUTH",725,"FORGERY,M.V. REGISTRATION","STREET","2019-03-17T00:00:00.000","","25-44","BLACK","M",NA,"UNKNOWN","UNKNOWN","E",1048111,188479,40.6837859300001,-73.769745503,"(40.68378593, -73.769745503)"
"12",195765193,105,"QUEENS","2019-03-05T00:00:00.000","16:30:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES","","PATROL BORO QUEENS SOUTH",101,"ASSAULT 3","OTHER","2019-03-05T00:00:00.000","","UNKNOWN","UNKNOWN","U",NA,"<18","BLACK","M",1055950,192789,40.6955558120001,-73.741435646,"(40.695555812, -73.741435646)"
"13",530663781,44,"BRONX","2019-03-02T00:00:00.000","07:19:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",106,"FELONY","INSIDE","FELONY ASSAULT","","PATROL BORO BRONX",109,"ASSAULT 2,1,UNCLASSIFIED","RESIDENCE - APT. HOUSE","2019-03-02T00:00:00.000","","25-44","BLACK","F",NA,"18-24","BLACK","M",1006999,245897,40.841584606,-73.9177836379999,"(40.841584606, -73.917783638)"
"14",695838709,106,"QUEENS","2019-01-17T00:00:00.000","12:00:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",112,"FELONY","INSIDE","THEFT-FRAUD","","PATROL BORO QUEENS SOUTH",739,"FRAUD,UNCLASSIFIED-FELONY","RESIDENCE-HOUSE","2019-01-24T00:00:00.000","","","","",NA,"45-64","WHITE","F",1027671,181175,40.6638619880001,-73.843490415,"(40.663861988, -73.843490415)"
"15",445955216,20,"MANHATTAN","2019-01-02T00:00:00.000","11:30:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",106,"FELONY","INSIDE","FELONY ASSAULT","","PATROL BORO MAN NORTH",109,"ASSAULT 2,1,UNCLASSIFIED","FAST FOOD","2019-01-02T00:00:00.000","","18-24","BLACK","M",NA,"45-64","WHITE","M",991887,225692,40.7861535150001,-73.9724233319999,"(40.786153515, -73.972423332)"
"16",795201805,44,"BRONX","2019-03-17T00:00:00.000","23:33:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","","PATROL BORO BRONX",333,"LARCENY,PETIT FROM STORE-SHOPL","CHAIN STORE","2019-03-18T00:00:00.000","","25-44","BLACK","F",NA,"UNKNOWN","UNKNOWN","D",1006537,244511,40.8377816180001,-73.919457971,"(40.837781618, -73.919457971)"
"17",214519605,33,"MANHATTAN","2019-03-04T00:00:00.000","22:05:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",348,"MISDEMEANOR","FRONT OF","VEHICLE AND TRAFFIC LAWS","","PATROL BORO MAN NORTH",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN","STREET","2019-03-04T00:00:00.000","","","","",NA,"UNKNOWN","BLACK","D",1001889,245601,40.8407838580001,-73.936252607,"(40.840783858, -73.936252607)"
"18",560939215,13,"MANHATTAN","2019-01-11T00:00:00.000","02:30:00","","","ATTEMPTED","",NA,0,"N.Y. POLICE DEPT",107,"FELONY","FRONT OF","BURGLARY","","PATROL BORO MAN SOUTH",213,"BURGLARY,COMMERCIAL,NIGHT","BAR/NIGHT CLUB","2019-01-11T00:00:00.000","","UNKNOWN","BLACK","M",NA,"UNKNOWN","UNKNOWN","D",986194,208793,40.7397731880001,-73.992986319,"(40.739773188, -73.992986319)"
"19",158714872,46,"BRONX","2019-03-08T00:00:00.000","12:15:00","2019-03-08T00:00:00.000","12:30:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",126,"FELONY","INSIDE","MISCELLANEOUS PENAL LAW","","PATROL BORO BRONX",117,"RECKLESS ENDANGERMENT 1","STREET","2019-03-08T00:00:00.000","","UNKNOWN","BLACK","M",NA,"45-64","BLACK","M",1010352,247469,40.8458900100001,-73.905659355,"(40.84589001, -73.905659355)"
"20",775860274,32,"MANHATTAN","2018-11-01T00:00:00.000","00:01:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",104,"FELONY","","RAPE","","PATROL BORO MAN NORTH",153,"RAPE 3","STREET","2019-01-19T00:00:00.000","","18-24","WHITE HISPANIC","M",NA,"<18","WHITE HISPANIC","F",999358,236472,40.815732053,-73.945420411,"(40.815732053, -73.945420411)"
"21",620594685,62,"BROOKLYN","2018-12-14T00:00:00.000","20:00:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","FRONT OF","PETIT LARCENY","","PATROL BORO BKLYN SOUTH",339,"LARCENY,PETIT FROM OPEN AREAS,","STREET","2019-01-16T00:00:00.000","","","","",NA,"25-44","WHITE","M",981699,158651,40.6021444720001,-74.009188017,"(40.602144472, -74.009188017)"
"22",309985834,43,"BRONX","2019-03-12T00:00:00.000","04:34:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",113,"FELONY","FRONT OF","FORGERY","","PATROL BORO BRONX",725,"FORGERY,M.V. REGISTRATION","STREET","2019-03-12T00:00:00.000","","18-24","BLACK","M",NA,"UNKNOWN","UNKNOWN","E",1026120,241174,40.8285513940001,-73.84870747,"(40.828551394, -73.84870747)"
"23",625771367,73,"BROOKLYN","2019-02-25T00:00:00.000","01:50:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",104,"FELONY","INSIDE","RAPE","","PATROL BORO BKLYN NORTH",157,"RAPE 1","RESIDENCE-HOUSE","2019-02-25T00:00:00.000","","45-64","BLACK HISPANIC","M",NA,"25-44","WHITE","F",1008276,183623,40.670655072,-73.91339092,"(40.670655072, -73.91339092)"
"24",899715145,42,"BRONX","2019-03-24T00:00:00.000","13:30:00","","","COMPLETED","",NA,97,"OTHER",351,"MISDEMEANOR","INSIDE","CRIMINAL MISCHIEF & RELATED OF","","PATROL BORO BRONX",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","OTHER","2019-03-24T00:00:00.000","","25-44","BLACK","F",NA,"UNKNOWN","UNKNOWN","D",1010390,241131,40.8284939320001,-73.90554671,"(40.828493932, -73.90554671)"
"25",330849037,52,"BRONX","2019-01-02T00:00:00.000","14:20:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","","PATROL BORO BRONX",333,"LARCENY,PETIT FROM STORE-SHOPL","DRUG STORE","2019-01-02T00:00:00.000","","25-44","BLACK","U",NA,"UNKNOWN","UNKNOWN","D",1016782,260544,40.881755556,-73.8823555609999,"(40.881755556, -73.882355561)"
"26",257254539,73,"BROOKLYN","2019-02-27T00:00:00.000","22:15:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",105,"FELONY","INSIDE","ROBBERY","","PATROL BORO BKLYN NORTH",389,"ROBBERY,DWELLING","RESIDENCE - APT. HOUSE","2019-02-27T00:00:00.000","","25-44","BLACK","M",NA,"25-44","BLACK","F",1008609,178434,40.6564115100001,-73.912209246,"(40.65641151, -73.912209246)"
"27",197713043,69,"BROOKLYN","2019-03-13T00:00:00.000","15:00:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","","HARRASSMENT 2","","PATROL BORO BKLYN SOUTH",637,"HARASSMENT,SUBD 1,CIVILIAN","STREET","2019-03-13T00:00:00.000","","18-24","BLACK HISPANIC","F",NA,"25-44","BLACK","F",1012067,174409,40.645353578,-73.8997628879999,"(40.645353578, -73.899762888)"
"28",776900920,44,"BRONX","2019-01-08T00:00:00.000","10:35:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",106,"FELONY","","FELONY ASSAULT","","PATROL BORO BRONX",109,"ASSAULT 2,1,UNCLASSIFIED","STREET","2019-01-08T00:00:00.000","","UNKNOWN","UNKNOWN","M",NA,"18-24","WHITE HISPANIC","M",1006071,240366,40.826405951,-73.92115554,"(40.826405951, -73.92115554)"
"29",943204702,28,"MANHATTAN","2019-03-15T00:00:00.000","18:30:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","","PATROL BORO MAN NORTH",333,"LARCENY,PETIT FROM STORE-SHOPL","CLOTHING/BOUTIQUE","2019-03-15T00:00:00.000","","18-24","BLACK","F",NA,"UNKNOWN","UNKNOWN","D",997571,234556,40.810476043,-73.951880151,"(40.810476043, -73.951880151)"
"30",627893926,75,"BROOKLYN","2019-01-10T00:00:00.000","01:00:00","2019-01-10T00:00:00.000","10:00:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",107,"FELONY","INSIDE","BURGLARY","","PATROL BORO BKLYN NORTH",223,"BURGLARY,RESIDENCE,NIGHT","RESIDENCE-HOUSE","2019-01-10T00:00:00.000","","","","",NA,"65+","WHITE","M",1019990,185650,40.676179189,-73.871152816,"(40.676179189, -73.871152816)"
"31",599728175,94,"BROOKLYN","2019-02-27T00:00:00.000","10:30:00","2019-02-27T00:00:00.000","20:30:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","","PATROL BORO BKLYN NORTH",338,"LARCENY,PETIT FROM BUILDING,UN","RESIDENCE - APT. HOUSE","2019-02-28T00:00:00.000","","","","",NA,"25-44","WHITE","M",998904,204131,40.7269652190001,-73.947131102,"(40.726965219, -73.947131102)"
"32",894307232,73,"BROOKLYN","2019-01-17T00:00:00.000","10:34:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",348,"MISDEMEANOR","","VEHICLE AND TRAFFIC LAWS","","PATROL BORO BKLYN NORTH",916,"LEAVING SCENE-ACCIDENT-PERSONA","STREET","2019-01-17T00:00:00.000","","","","",NA,"65+","WHITE HISPANIC","F",1007244,183321,40.6698288900001,-73.91711217,"(40.66982889, -73.91711217)"
"33",473277032,49,"BRONX","2019-01-02T00:00:00.000","18:13:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",118,"FELONY","INSIDE","DANGEROUS WEAPONS","","PATROL BORO BRONX",793,"WEAPONS POSSESSION 3","RESIDENCE-HOUSE","2019-01-02T00:00:00.000","","","","",NA,"65+","WHITE","M",1024670,254157,40.8641926220001,-73.853868662,"(40.864192622, -73.853868662)"
"34",690876668,42,"BRONX","2019-01-09T00:00:00.000","14:50:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES","","PATROL BORO BRONX",101,"ASSAULT 3","RESIDENCE - APT. HOUSE","2019-01-09T00:00:00.000","","UNKNOWN","BLACK","F",NA,"<18","BLACK","M",1009094,239693,40.8245507730001,-73.910235021,"(40.824550773, -73.910235021)"
"35",304027863,75,"BROOKLYN","2019-02-01T00:00:00.000","07:00:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","","PATROL BORO BKLYN NORTH",338,"LARCENY,PETIT FROM BUILDING,UN","OTHER","2019-02-02T00:00:00.000","","","","",NA,"45-64","BLACK","F",1020941,190498,40.689481941,-73.8676979109999,"(40.689481941, -73.867697911)"
"36",758863752,62,"BROOKLYN","2019-01-30T00:00:00.000","13:00:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",107,"FELONY","INSIDE","BURGLARY","","PATROL BORO BKLYN SOUTH",221,"BURGLARY,RESIDENCE,DAY","RESIDENCE-HOUSE","2019-01-30T00:00:00.000","","UNKNOWN","UNKNOWN","M",NA,"25-44","WHITE HISPANIC","F",990158,161805,40.610799957,-73.978722988,"(40.610799957, -73.978722988)"
"37",952974322,122,"STATEN ISLAND","2019-03-11T00:00:00.000","13:30:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2","","PATROL BORO STATEN ISLAND",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE-HOUSE","2019-03-11T00:00:00.000","","45-64","WHITE","M",NA,"45-64","WHITE","M",938186,143216,40.5596591600001,-74.1657802,"(40.55965916, -74.1657802)"
"38",405384872,20,"MANHATTAN","2019-01-13T00:00:00.000","20:55:00","2019-01-13T00:00:00.000","21:24:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES","","PATROL BORO MAN NORTH",101,"ASSAULT 3","RESIDENCE - APT. HOUSE","2019-01-13T00:00:00.000","","25-44","BLACK","M",NA,"25-44","BLACK","F",991168,225324,40.785144044,-73.975020106,"(40.785144044, -73.975020106)"
"39",597253311,10,"MANHATTAN","2019-02-27T00:00:00.000","06:40:00","2019-02-27T00:00:00.000","08:00:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","","PETIT LARCENY","","PATROL BORO MAN SOUTH",313,"LARCENY,PETIT BY FALSE PROMISE","STREET","2019-03-20T00:00:00.000","","","","",NA,"18-24","WHITE","M",983980,213270,40.7520616420001,-74.000975953,"(40.752061642, -74.000975953)"
"40",968476206,50,"BRONX","2019-01-03T00:00:00.000","13:30:00","2019-01-03T00:00:00.000","19:30:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","REAR OF","PETIT LARCENY","","PATROL BORO BRONX",321,"LARCENY,PETIT FROM AUTO","CHAIN STORE","2019-01-03T00:00:00.000","","","","",NA,"25-44","BLACK","F",1011778,261901,40.8854971210001,-73.900445997,"(40.885497121, -73.900445997)"
"41",286948932,14,"MANHATTAN","2019-02-11T00:00:00.000","14:00:00","2019-02-11T00:00:00.000","14:10:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","FRONT OF","PETIT LARCENY","","PATROL BORO MAN SOUTH",339,"LARCENY,PETIT FROM OPEN AREAS,","STREET","2019-02-11T00:00:00.000","","","","",NA,"25-44","BLACK","M",986506,214125,40.754408117,-73.991858646,"(40.754408117, -73.991858646)"
"42",702958493,44,"BRONX","2019-01-05T00:00:00.000","03:31:00","2019-01-05T00:00:00.000","04:10:00","COMPLETED","",NA,97,"OTHER",114,"FELONY","REAR OF","ARSON","","PATROL BORO BRONX",264,"ARSON, MOTOR VEHICLE 1 2 3 & 4","STREET","2019-01-05T00:00:00.000","","","","",NA,"UNKNOWN","UNKNOWN","E",1010688,245851,40.841448077,-73.904451309,"(40.841448077, -73.904451309)"
"43",661723667,1,"MANHATTAN","2019-01-05T00:00:00.000","06:30:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2","","PATROL BORO MAN SOUTH",638,"HARASSMENT,SUBD 3,4,5","FAST FOOD","2019-01-09T00:00:00.000","","UNKNOWN","BLACK","M",NA,"25-44","WHITE HISPANIC","F",982982,197259,40.7081152700001,-74.004574985,"(40.70811527, -74.004574985)"
"44",145939131,43,"BRONX","2019-02-23T00:00:00.000","14:00:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","FRONT OF","PETIT LARCENY","","PATROL BORO BRONX",321,"LARCENY,PETIT FROM AUTO","STREET","2019-02-27T00:00:00.000","","","","",NA,"UNKNOWN","UNKNOWN","D",1018624,241853,40.8304474070001,-73.875790162,"(40.830447407, -73.875790162)"
"45",556420079,112,"QUEENS","2019-02-17T00:00:00.000","17:55:00","2019-02-17T00:00:00.000","18:00:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","","HARRASSMENT 2","","PATROL BORO QUEENS NORTH",637,"HARASSMENT,SUBD 1,CIVILIAN","STREET","2019-02-18T00:00:00.000","","UNKNOWN","WHITE HISPANIC","M",NA,"65+","WHITE","M",1028726,200832,40.7178106040001,-73.839557903,"(40.717810604, -73.839557903)"
"46",830941168,23,"MANHATTAN","2019-01-09T00:00:00.000","17:06:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",126,"FELONY","","MISCELLANEOUS PENAL LAW","","PATROL BORO MAN NORTH",117,"RECKLESS ENDANGERMENT 1","STREET","2019-01-09T00:00:00.000","","18-24","BLACK","M",NA,"UNKNOWN","UNKNOWN","E",1001491,228127,40.7928234190001,-73.9377359,"(40.792823419, -73.9377359)"
"47",819762616,44,"BRONX","2019-02-23T00:00:00.000","15:00:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",353,"MISDEMEANOR","","UNAUTHORIZED USE OF A VEHICLE","","PATROL BORO BRONX",462,"UNAUTHORIZED USE VEHICLE 3","STREET","2019-02-23T00:00:00.000","","","","",NA,"18-24","BLACK","M",1008082,241119,40.8284675240001,-73.9138865149999,"(40.828467524, -73.913886515)"
"48",506899142,73,"BROOKLYN","2019-03-26T00:00:00.000","21:45:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",348,"MISDEMEANOR","","VEHICLE AND TRAFFIC LAWS","","PATROL BORO BKLYN NORTH",916,"LEAVING SCENE-ACCIDENT-PERSONA","STREET","2019-03-26T00:00:00.000","","","","",NA,"45-64","BLACK","M",1011046,179812,40.660186777,-73.903420594,"(40.660186777, -73.903420594)"
"49",183299766,1,"MANHATTAN","2019-02-19T00:00:00.000","16:25:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",358,"MISDEMEANOR","FRONT OF","OFFENSES INVOLVING FRAUD","","PATROL BORO MAN SOUTH",705,"FORGERY,ETC.-MISD.","STREET","2019-02-19T00:00:00.000","","","","",NA,"UNKNOWN","UNKNOWN","D",983312,201762,40.7204749730001,-74.003385339,"(40.720474973, -74.003385339)"
"50",413148078,1,"MANHATTAN","2019-01-01T00:00:00.000","01:50:00","2019-01-01T00:00:00.000","01:55:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",233,"MISDEMEANOR","INSIDE","SEX CRIMES","","PATROL BORO MAN SOUTH",175,"SEXUAL ABUSE 3,2","HOTEL/MOTEL","2019-01-01T00:00:00.000","","UNKNOWN","WHITE","M",NA,"25-44","WHITE","F",982285,201682,40.720255223,-74.0070902799999,"(40.720255223, -74.00709028)"
"51",643581186,114,"QUEENS","2019-03-23T00:00:00.000","11:00:00","2019-03-25T00:00:00.000","11:30:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",110,"FELONY","","GRAND LARCENY OF MOTOR VEHICLE","","PATROL BORO QUEENS NORTH",441,"LARCENY,GRAND OF AUTO","STREET","2019-03-28T00:00:00.000","","","","",NA,"45-64","WHITE","M",1002384,222283,40.7767814110001,-73.934526622,"(40.776781411, -73.934526622)"
"52",220268370,49,"BRONX","2019-01-24T00:00:00.000","03:26:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",107,"FELONY","INSIDE","BURGLARY","","PATROL BORO BRONX",213,"BURGLARY,COMMERCIAL,NIGHT","CHAIN STORE","2019-01-24T00:00:00.000","","","","",NA,"UNKNOWN","UNKNOWN","D",1020860,251010,40.855571684,-73.8676603449999,"(40.855571684, -73.867660345)"
"53",302518294,105,"QUEENS","2019-01-12T00:00:00.000","11:00:00","2019-01-12T00:00:00.000","11:10:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","FRONT OF","ASSAULT 3 & RELATED OFFENSES","","PATROL BORO QUEENS SOUTH",101,"ASSAULT 3","STREET","2019-01-12T00:00:00.000","","UNKNOWN","UNKNOWN","U",NA,"18-24","BLACK","M",1053645,187075,40.6798906280001,-73.749806785,"(40.679890628, -73.749806785)"
"54",478252116,19,"MANHATTAN","2019-02-03T00:00:00.000","12:24:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",112,"FELONY","INSIDE","THEFT-FRAUD","","PATROL BORO MAN NORTH",739,"FRAUD,UNCLASSIFIED-FELONY","COMMERCIAL BUILDING","2019-02-03T00:00:00.000","","","","",NA,"45-64","UNKNOWN","F",993570,216847,40.7618746900001,-73.966358084,"(40.76187469, -73.966358084)"
"55",192819028,104,"QUEENS","2019-02-05T00:00:00.000","17:00:00","2019-02-06T00:00:00.000","02:30:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",121,"FELONY","","CRIMINAL MISCHIEF & RELATED OF","","PATROL BORO QUEENS NORTH",267,"MISCHIEF, CRIMINAL 3 & 2, OF M","STREET","2019-02-06T00:00:00.000","","","","",NA,"45-64","BLACK","F",1012463,196000,40.7046147290001,-73.898245529,"(40.704614729, -73.898245529)"
"56",393541771,71,"BROOKLYN","2019-03-11T00:00:00.000","18:00:00","2019-03-13T00:00:00.000","08:30:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR","","CRIMINAL MISCHIEF & RELATED OF","","PATROL BORO BKLYN SOUTH",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","STREET","2019-03-13T00:00:00.000","","","","",NA,"25-44","WHITE","F",994619,183971,40.6716367810001,-73.9626220379999,"(40.671636781, -73.962622038)"
"57",574546828,42,"BRONX","2019-01-28T00:00:00.000","14:08:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",105,"FELONY","INSIDE","ROBBERY","","PATROL BORO BRONX",388,"ROBBERY,RESIDENTIAL COMMON AREA","RESIDENCE - APT. HOUSE","2019-01-28T00:00:00.000","","25-44","BLACK","F",NA,"45-64","BLACK","F",1014629,242866,40.8332424430001,-73.89022159,"(40.833242443, -73.89022159)"
"58",533189688,79,"BROOKLYN","2019-01-09T00:00:00.000","11:00:00","2019-01-09T00:00:00.000","11:30:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2","","PATROL BORO BKLYN NORTH",638,"HARASSMENT,SUBD 3,4,5","OTHER","2019-01-09T00:00:00.000","","25-44","BLACK","F",NA,"45-64","BLACK","F",995841,189513,40.686846802,-73.958207295,"(40.686846802, -73.958207295)"
"59",258907273,75,"BROOKLYN","2019-02-24T00:00:00.000","23:00:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","FRONT OF","ASSAULT 3 & RELATED OFFENSES","","PATROL BORO BKLYN NORTH",101,"ASSAULT 3","STREET","2019-02-25T00:00:00.000","","UNKNOWN","BLACK","M",NA,"25-44","BLACK","F",1014230,181307,40.6642800110001,-73.891937863,"(40.664280011, -73.891937863)"
