"","cmplnt_num","addr_pct_cd","boro_nm","cmplnt_fr_dt","cmplnt_fr_tm","cmplnt_to_dt","cmplnt_to_tm","crm_atpt_cptd_cd","hadevelopt","housing_psa","jurisdiction_code","juris_desc","ky_cd","law_cat_cd","loc_of_occur_desc","ofns_desc","parks_nm","patrol_boro","pd_cd","pd_desc","prem_typ_desc","rpt_dt","station_name","susp_age_group","susp_race","susp_sex","transit_district","vic_age_group","vic_race","vic_sex","x_coord_cd","y_coord_cd","latitude","longitude","lat_lon"
"210",195685741,47,"BRONX","2019-02-25T00:00:00.000","00:54:00","2019-02-25T00:00:00.000","09:03:00","ATTEMPTED","",NA,0,"N.Y. POLICE DEPT",104,"FELONY","INSIDE","RAPE","","PATROL BORO BRONX",157,"RAPE 1","HOTEL/MOTEL","2019-02-25T00:00:00.000","","UNKNOWN","UNKNOWN","U",NA,"25-44","BLACK","F",1026387,262634,40.887451313,-73.847607787,"(40.887451313, -73.847607787)"
"211",241104765,88,"BROOKLYN","2019-01-19T00:00:00.000","22:50:00","2019-01-19T00:00:00.000","23:00:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",106,"FELONY","FRONT OF","FELONY ASSAULT","","PATROL BORO BKLYN NORTH",109,"ASSAULT 2,1,UNCLASSIFIED","RESIDENCE - APT. HOUSE","2019-01-20T00:00:00.000","","","","",NA,"25-44","BLACK","M",992297,188389,40.683765609,-73.9709873849999,"(40.683765609, -73.970987385)"
"212",825230997,75,"BROOKLYN","2019-02-15T00:00:00.000","19:00:00","2019-02-16T00:00:00.000","01:30:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","FRONT OF","PETIT LARCENY","","PATROL BORO BKLYN NORTH",321,"LARCENY,PETIT FROM AUTO","STREET","2019-02-16T00:00:00.000","","","","",NA,"45-64","BLACK","M",1016549,184991,40.674383607,-73.883561334,"(40.674383607, -73.883561334)"
"213",184756498,75,"BROOKLYN","2019-03-11T00:00:00.000","20:00:00","2019-03-11T00:00:00.000","20:05:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",105,"FELONY","","ROBBERY","","PATROL BORO BKLYN NORTH",387,"ROBBERY,CLOTHING","STREET","2019-03-11T00:00:00.000","","UNKNOWN","UNKNOWN","F",NA,"18-24","BLACK","M",1011808,185390,40.675494798,-73.900651317,"(40.675494798, -73.900651317)"
"214",183432109,113,"QUEENS","2019-01-21T00:00:00.000","20:36:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",113,"FELONY","","FORGERY","","PATROL BORO QUEENS SOUTH",729,"FORGERY,ETC.,UNCLASSIFIED-FELO","STREET","2019-01-21T00:00:00.000","","18-24","BLACK","M",NA,"UNKNOWN","UNKNOWN","E",1040611,190715,40.6899741550001,-73.796768544,"(40.689974155, -73.796768544)"
"215",160442373,84,"BROOKLYN","2019-03-08T00:00:00.000","10:30:00","","","COMPLETED","",NA,97,"OTHER",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","","PATROL BORO BKLYN NORTH",338,"LARCENY,PETIT FROM BUILDING,UN","OTHER","2019-03-08T00:00:00.000","","25-44","BLACK","M",NA,"25-44","BLACK","M",987309,190698,40.6901064150001,-73.988970943,"(40.690106415, -73.988970943)"
"216",748390128,42,"BRONX","2019-03-29T00:00:00.000","16:00:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",113,"FELONY","","FORGERY","","PATROL BORO BRONX",725,"FORGERY,M.V. REGISTRATION","STREET","2019-03-29T00:00:00.000","","18-24","WHITE HISPANIC","M",NA,"UNKNOWN","UNKNOWN","E",1013548,243478,40.8349258580001,-73.894125296,"(40.834925858, -73.894125296)"
"217",218251438,47,"BRONX","2019-03-07T00:00:00.000","08:40:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",113,"FELONY","","FORGERY","","PATROL BORO BRONX",729,"FORGERY,ETC.,UNCLASSIFIED-FELO","STREET","2019-03-07T00:00:00.000","","25-44","BLACK","M",NA,"UNKNOWN","UNKNOWN","E",1020159,259298,40.8783225820001,-73.870149968,"(40.878322582, -73.870149968)"
"218",654221618,107,"QUEENS","2019-03-23T00:00:00.000","13:50:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",233,"MISDEMEANOR","FRONT OF","SEX CRIMES","","PATROL BORO QUEENS SOUTH",175,"SEXUAL ABUSE 3,2","COMMERCIAL BUILDING","2019-03-23T00:00:00.000","","","","",NA,"45-64","WHITE HISPANIC","F",1036790,205267,40.7299393640001,-73.810433142,"(40.729939364, -73.810433142)"
"219",321179545,18,"MANHATTAN","2018-03-09T00:00:00.000","01:00:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","","HARRASSMENT 2","","PATROL BORO MAN SOUTH",637,"HARASSMENT,SUBD 1,CIVILIAN","STREET","2019-01-05T00:00:00.000","","25-44","WHITE","M",NA,"45-64","WHITE","M",992043,217246,40.7629713200001,-73.971869791,"(40.76297132, -73.971869791)"
"220",645134754,18,"MANHATTAN","2018-09-25T00:00:00.000","09:00:00","2019-02-12T00:00:00.000","15:15:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2","","PATROL BORO MAN SOUTH",638,"HARASSMENT,SUBD 3,4,5","COMMERCIAL BUILDING","2019-02-13T00:00:00.000","","","","",NA,"UNKNOWN","BLACK","F",990125,214834,40.756352479,-73.978795614,"(40.756352479, -73.978795614)"
"221",530514084,113,"QUEENS","2019-02-15T00:00:00.000","21:36:00","2019-02-15T00:00:00.000","21:45:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",106,"FELONY","","FELONY ASSAULT","","PATROL BORO QUEENS SOUTH",106,"ASSAULT POLICE/PEACE OFFICER","STREET","2019-02-16T00:00:00.000","","","","",NA,"UNKNOWN","UNKNOWN","E",1046255,191589,40.692335336,-73.776408808,"(40.692335336, -73.776408808)"
"222",290795789,112,"QUEENS","2019-01-22T00:00:00.000","00:01:00","2019-01-22T00:00:00.000","18:20:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",233,"MISDEMEANOR","INSIDE","SEX CRIMES","","PATROL BORO QUEENS NORTH",175,"SEXUAL ABUSE 3,2","OTHER","2019-01-22T00:00:00.000","","UNKNOWN","UNKNOWN","M",NA,"<18","UNKNOWN","F",1025420,202485,40.722363687,-73.851473894,"(40.722363687, -73.851473894)"
"223",326853762,19,"MANHATTAN","2019-02-04T00:00:00.000","17:00:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2","","PATROL BORO MAN NORTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","2019-02-08T00:00:00.000","","","","",NA,"45-64","WHITE","M",998847,222621,40.77771568,-73.947296618,"(40.77771568, -73.947296618)"
"224",968743672,5,"MANHATTAN","2019-01-20T00:00:00.000","01:30:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",104,"FELONY","INSIDE","RAPE","","PATROL BORO MAN SOUTH",157,"RAPE 1","HOTEL/MOTEL","2019-01-20T00:00:00.000","","25-44","BLACK","M",NA,"25-44","BLACK","F",984946,200203,40.716195914,-73.997490746,"(40.716195914, -73.997490746)"
"225",225718457,123,"STATEN ISLAND","2019-03-10T00:00:00.000","00:52:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",117,"FELONY","","DANGEROUS DRUGS","","PATROL BORO STATEN ISLAND",503,"CONTROLLED SUBSTANCE,INTENT TO","STREET","2019-03-10T00:00:00.000","","<18","WHITE","M",NA,"UNKNOWN","UNKNOWN","E",929440,128470,40.5191345100001,-74.197136465,"(40.51913451, -74.197136465)"
"226",766334959,43,"BRONX","2019-02-28T00:00:00.000","15:10:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","FRONT OF","HARRASSMENT 2","","PATROL BORO BRONX",637,"HARASSMENT,SUBD 1,CIVILIAN","PUBLIC SCHOOL","2019-02-28T00:00:00.000","","<18","WHITE HISPANIC","M",NA,"25-44","WHITE HISPANIC","M",1024058,238894,40.822302984,-73.856171859,"(40.822302984, -73.856171859)"
"227",236492271,47,"BRONX","2019-01-14T00:00:00.000","15:45:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",105,"FELONY","","ROBBERY","","PATROL BORO BRONX",386,"ROBBERY,PERSONAL ELECTRONIC DEVICE","STREET","2019-01-14T00:00:00.000","","UNKNOWN","BLACK","U",NA,"<18","BLACK","M",1026318,268868,40.904561963,-73.847818166,"(40.904561963, -73.847818166)"
"228",352094481,73,"BROOKLYN","2019-02-09T00:00:00.000","23:45:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",126,"FELONY","","MISCELLANEOUS PENAL LAW","","PATROL BORO BKLYN NORTH",117,"RECKLESS ENDANGERMENT 1","STREET","2019-02-10T00:00:00.000","","18-24","BLACK","M",NA,"UNKNOWN","UNKNOWN","E",1006612,185285,40.675221247,-73.9193839009999,"(40.675221247, -73.919383901)"
"229",685379998,110,"QUEENS","2019-02-24T00:00:00.000","09:30:00","2019-02-27T00:00:00.000","18:00:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",107,"FELONY","INSIDE","BURGLARY","","PATROL BORO QUEENS NORTH",224,"BURGLARY,RESIDENCE,UNKNOWN TIM","RESIDENCE-HOUSE","2019-02-27T00:00:00.000","","","","",NA,"45-64","WHITE HISPANIC","F",1015409,207601,40.7364467730001,-73.8875664889999,"(40.736446773, -73.887566489)"
"230",864395900,68,"BROOKLYN","2019-01-29T00:00:00.000","12:10:00","2019-01-29T00:00:00.000","18:30:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","","PATROL BORO BKLYN SOUTH",409,"LARCENY,GRAND BY EXTORTION","RESIDENCE-HOUSE","2019-01-29T00:00:00.000","","UNKNOWN","UNKNOWN","M",NA,"25-44","ASIAN / PACIFIC ISLANDER","F",978666,168238,40.6284574150001,-74.020118286,"(40.628457415, -74.020118286)"
"231",703288073,14,"MANHATTAN","2019-03-24T00:00:00.000","19:50:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","","PATROL BORO MAN SOUTH",333,"LARCENY,PETIT FROM STORE-SHOPL","CLOTHING/BOUTIQUE","2019-03-24T00:00:00.000","","18-24","BLACK","M",NA,"UNKNOWN","UNKNOWN","D",987705,212566,40.75012867,-73.9875317789999,"(40.75012867, -73.987531779)"
"232",313817152,44,"BRONX","2019-03-02T00:00:00.000","01:00:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2","","PATROL BORO BRONX",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","2019-03-02T00:00:00.000","","","","",NA,"25-44","BLACK","M",1007316,247082,40.8448362610001,-73.916633884,"(40.844836261, -73.916633884)"
"233",564693100,19,"MANHATTAN","2019-01-17T00:00:00.000","15:00:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","","PETIT LARCENY","","PATROL BORO MAN NORTH",301,"LARCENY,PETIT BY ACQUIRING LOS","STREET","2019-01-17T00:00:00.000","","","","",NA,"25-44","WHITE","M",996551,223272,40.7795059970001,-73.9555855039999,"(40.779505997, -73.955585504)"
"234",918738550,47,"BRONX","2019-01-25T00:00:00.000","21:45:00","2019-01-25T00:00:00.000","21:55:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",117,"FELONY","","DANGEROUS DRUGS","","PATROL BORO BRONX",568,"MARIJUANA, POSSESSION 1, 2 & 3","STREET","2019-01-25T00:00:00.000","","18-24","BLACK","M",NA,"UNKNOWN","UNKNOWN","E",1023047,263277,40.889231459,-73.859683563,"(40.889231459, -73.859683563)"
"235",537532142,32,"MANHATTAN","2019-01-06T00:00:00.000","10:30:00","2019-01-06T00:00:00.000","13:41:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","FRONT OF","HARRASSMENT 2","","PATROL BORO MAN NORTH",638,"HARASSMENT,SUBD 3,4,5","STREET","2019-01-06T00:00:00.000","","","","",NA,"45-64","UNKNOWN","M",999428,236544,40.815929553,-73.9451673569999,"(40.815929553, -73.945167357)"
"236",925866573,68,"BROOKLYN","2019-01-05T00:00:00.000","04:51:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",109,"FELONY","FRONT OF","GRAND LARCENY","","PATROL BORO BKLYN SOUTH",421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE","STREET","2019-01-05T00:00:00.000","","","","",NA,"25-44","WHITE","F",982829,165451,40.620809329,-74.005120131,"(40.620809329, -74.005120131)"
"237",808215729,73,"BROOKLYN","2019-03-23T00:00:00.000","22:30:00","","","COMPLETED","",NA,97,"OTHER",578,"VIOLATION","INSIDE","HARRASSMENT 2","","PATROL BORO BKLYN NORTH",637,"HARASSMENT,SUBD 1,CIVILIAN","OTHER","2019-03-23T00:00:00.000","","25-44","BLACK","F",NA,"25-44","UNKNOWN","F",1010179,186043,40.677292057,-73.906521555,"(40.677292057, -73.906521555)"
"238",303552795,120,"STATEN ISLAND","2019-02-06T00:00:00.000","14:45:00","2019-02-06T00:00:00.000","15:05:00","ATTEMPTED","",NA,0,"N.Y. POLICE DEPT",124,"FELONY","","KIDNAPPING","","PATROL BORO STATEN ISLAND",186,"LURING A CHILD","STREET","2019-02-07T00:00:00.000","","UNKNOWN","WHITE","M",NA,"<18","BLACK","F",949190,170741,40.635259993,-74.126321052,"(40.635259993, -74.126321052)"
"239",750577724,72,"BROOKLYN","2019-01-05T00:00:00.000","20:11:00","2019-01-05T00:00:00.000","20:15:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",126,"FELONY","","MISCELLANEOUS PENAL LAW","","PATROL BORO BKLYN SOUTH",198,"CRIMINAL CONTEMPT 1","STREET","2019-01-05T00:00:00.000","","","","",NA,"25-44","WHITE HISPANIC","F",981386,174306,40.6451140830001,-74.0103218259999,"(40.645114083, -74.010321826)"
"240",300057738,67,"BROOKLYN","2019-03-08T00:00:00.000","23:20:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",113,"FELONY","","FORGERY","","PATROL BORO BKLYN SOUTH",729,"FORGERY,ETC.,UNCLASSIFIED-FELO","STREET","2019-03-09T00:00:00.000","","","","",NA,"UNKNOWN","UNKNOWN","E",1003232,180916,40.6632372110001,-73.93158148,"(40.663237211, -73.93158148)"
"241",583107082,73,"BROOKLYN","2019-03-15T00:00:00.000","12:20:00","2019-03-15T00:00:00.000","12:40:00","COMPLETED","",NA,97,"OTHER",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","","PATROL BORO BKLYN NORTH",338,"LARCENY,PETIT FROM BUILDING,UN","OTHER","2019-03-15T00:00:00.000","","","","",NA,"45-64","BLACK HISPANIC","M",1005727,182991,40.6689269230001,-73.922581733,"(40.668926923, -73.922581733)"
"242",707445361,49,"BRONX","2019-02-18T00:00:00.000","17:10:00","2019-02-18T00:00:00.000","17:20:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",121,"FELONY","FRONT OF","CRIMINAL MISCHIEF & RELATED OF","","PATROL BORO BRONX",269,"MISCHIEF,CRIMINAL,    UNCL 2ND","STREET","2019-02-18T00:00:00.000","","UNKNOWN","UNKNOWN","U",NA,"18-24","WHITE HISPANIC","F",1020860,251010,40.855571684,-73.8676603449999,"(40.855571684, -73.867660345)"
"243",880600850,52,"BRONX","2019-03-27T00:00:00.000","04:30:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","","ASSAULT 3 & RELATED OFFENSES","","PATROL BORO BRONX",101,"ASSAULT 3","STREET","2019-03-27T00:00:00.000","","UNKNOWN","UNKNOWN","U",NA,"25-44","WHITE","M",1014172,255322,40.8674320160001,-73.89181745,"(40.867432016, -73.89181745)"
"244",398272844,66,"BROOKLYN","2019-03-19T00:00:00.000","20:40:00","2019-03-19T00:00:00.000","20:43:00","ATTEMPTED","",NA,0,"N.Y. POLICE DEPT",105,"FELONY","","ROBBERY","","PATROL BORO BKLYN SOUTH",380,"ROBBERY,CAR JACKING","STREET","2019-03-19T00:00:00.000","","","","",NA,"18-24","WHITE","M",985297,172202,40.6393394560001,-73.996228919,"(40.639339456, -73.996228919)"
"245",628891935,46,"BRONX","2019-01-25T00:00:00.000","14:20:00","2019-01-25T00:00:00.000","14:34:00","COMPLETED","",NA,97,"OTHER",114,"FELONY","INSIDE","ARSON","","PATROL BORO BRONX",263,"ARSON 2,3,4","RESIDENCE - APT. HOUSE","2019-01-30T00:00:00.000","","","","",NA,"UNKNOWN","UNKNOWN","D",1005905,248764,40.849456428,-73.921728235,"(40.849456428, -73.921728235)"
"246",447274373,18,"MANHATTAN","2019-02-19T00:00:00.000","20:00:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","","PATROL BORO MAN SOUTH",333,"LARCENY,PETIT FROM STORE-SHOPL","FOOD SUPERMARKET","2019-02-19T00:00:00.000","","<18","WHITE","F",NA,"UNKNOWN","UNKNOWN","D",989136,219061,40.7679551100001,-73.982362342,"(40.76795511, -73.982362342)"
"247",744560304,52,"BRONX","2019-01-12T00:00:00.000","14:30:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES","","PATROL BORO BRONX",101,"ASSAULT 3","HOSPITAL","2019-01-14T00:00:00.000","","25-44","UNKNOWN","M",NA,"18-24","UNKNOWN","F",1017782,260028,40.880335555,-73.878741836,"(40.880335555, -73.878741836)"
"248",724415897,103,"QUEENS","2019-01-04T00:00:00.000","15:20:00","2019-02-14T00:00:00.000","15:00:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","","HARRASSMENT 2","","PATROL BORO QUEENS SOUTH",638,"HARASSMENT,SUBD 3,4,5","STREET","2019-02-14T00:00:00.000","","UNKNOWN","BLACK","U",NA,"<18","BLACK","F",1041117,196361,40.705467835,-73.7948962899999,"(40.705467835, -73.79489629)"
"249",212605564,75,"BROOKLYN","2019-02-20T00:00:00.000","20:20:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",117,"FELONY","","DANGEROUS DRUGS","","PATROL BORO BKLYN NORTH",510,"CONTROLLED SUBSTANCE, INTENT T","STREET","2019-02-20T00:00:00.000","","25-44","BLACK","M",NA,"UNKNOWN","UNKNOWN","E",1017546,178769,40.657301918,-73.879997813,"(40.657301918, -73.879997813)"
"250",227284697,44,"BRONX","2019-01-13T00:00:00.000","11:40:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",235,"MISDEMEANOR","FRONT OF","DANGEROUS DRUGS","","PATROL BORO BRONX",567,"MARIJUANA, POSSESSION 4 & 5","STREET","2019-01-13T00:00:00.000","","","","",NA,"UNKNOWN","UNKNOWN","E",1005725,244226,40.837001388,-73.9223933869999,"(40.837001388, -73.922393387)"
"251",491465483,52,"BRONX","2019-01-07T00:00:00.000","16:48:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",117,"FELONY","","DANGEROUS DRUGS","","PATROL BORO BRONX",503,"CONTROLLED SUBSTANCE,INTENT TO","STREET","2019-01-07T00:00:00.000","","","","",NA,"UNKNOWN","UNKNOWN","E",1009302,252729,40.860330182,-73.9094347779999,"(40.860330182, -73.909434778)"
"252",175456513,40,"BRONX","2019-01-31T00:00:00.000","00:10:00","2019-01-31T00:00:00.000","00:20:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES","","PATROL BORO BRONX",101,"ASSAULT 3","RESIDENCE - APT. HOUSE","2019-01-31T00:00:00.000","","45-64","BLACK","F",NA,"25-44","BLACK","M",1008141,234042,40.8090429970001,-73.913698516,"(40.809042997, -73.913698516)"
"253",725413265,63,"BROOKLYN","2019-01-27T00:00:00.000","17:00:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2","","PATROL BORO BKLYN SOUTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE-HOUSE","2019-02-09T00:00:00.000","","18-24","BLACK","M",NA,"25-44","BLACK","F",1002832,169311,40.631384848,-73.9330552329999,"(40.631384848, -73.933055233)"
"254",267879739,43,"BRONX","2019-03-26T00:00:00.000","00:15:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",118,"FELONY","","DANGEROUS WEAPONS","","PATROL BORO BRONX",793,"WEAPONS POSSESSION 3","STREET","2019-03-26T00:00:00.000","","","","",NA,"UNKNOWN","UNKNOWN","E",1025847,240311,40.8261839990001,-73.849699282,"(40.826183999, -73.849699282)"
"255",420895406,14,"MANHATTAN","2019-01-07T00:00:00.000","04:00:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","FRONT OF","PETIT LARCENY","","PATROL BORO MAN SOUTH",313,"LARCENY,PETIT BY FALSE PROMISE","STREET","2019-01-07T00:00:00.000","","UNKNOWN","BLACK","M",NA,"25-44","BLACK","M",987073,216078,40.759768442,-73.9898112979999,"(40.759768442, -73.989811298)"
"256",824434974,52,"BRONX","2019-02-28T00:00:00.000","13:00:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY","","PATROL BORO BRONX",409,"LARCENY,GRAND BY EXTORTION","","2019-03-04T00:00:00.000","","","","",NA,"25-44","BLACK","F",1017440,256046,40.869407492,-73.879998313,"(40.869407492, -73.879998313)"
"257",638224838,44,"BRONX","2019-02-19T00:00:00.000","16:40:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",117,"FELONY","","DANGEROUS DRUGS","","PATROL BORO BRONX",500,"CONTROLLED SUBSTANCE,POSSESS.","STREET","2019-02-19T00:00:00.000","","18-24","WHITE","M",NA,"UNKNOWN","UNKNOWN","E",1007999,247211,40.845188518,-73.914164859,"(40.845188518, -73.914164859)"
"258",822443791,103,"QUEENS","2019-01-16T00:00:00.000","08:20:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","","HARRASSMENT 2","","PATROL BORO QUEENS SOUTH",638,"HARASSMENT,SUBD 3,4,5","STREET","2019-01-16T00:00:00.000","","","","",NA,"25-44","WHITE HISPANIC","F",1038354,193997,40.6989965490001,-73.804880703,"(40.698996549, -73.804880703)"
"259",189513913,42,"BRONX","2016-08-26T00:00:00.000","17:00:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",116,"FELONY","INSIDE","SEX CRIMES","","PATROL BORO BRONX",177,"SEXUAL ABUSE","RESIDENCE - APT. HOUSE","2019-03-12T00:00:00.000","","25-44","UNKNOWN","M",NA,"<18","BLACK HISPANIC","F",1008798,238971,40.8225699160001,-73.9113071689999,"(40.822569916, -73.911307169)"
"260",585405654,105,"QUEENS","2019-03-01T00:00:00.000","09:00:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",340,"MISDEMEANOR","INSIDE","FRAUDS","","PATROL BORO QUEENS SOUTH",718,"FRAUD,UNCLASSIFIED-MISDEMEANOR","RESIDENCE - APT. HOUSE","2019-03-07T00:00:00.000","","","","",NA,"25-44","BLACK","M",1057682,198690,40.7117383980001,-73.7351253689999,"(40.711738398, -73.735125369)"
"261",962868913,6,"MANHATTAN","2019-03-02T00:00:00.000","16:00:00","2019-03-02T00:00:00.000","17:00:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",233,"MISDEMEANOR","INSIDE","SEX CRIMES","","PATROL BORO MAN SOUTH",175,"SEXUAL ABUSE 3,2","HOTEL/MOTEL","2019-03-02T00:00:00.000","","25-44","BLACK","M",NA,"25-44","WHITE","F",982752,206772,40.734226128,-74.005406689,"(40.734226128, -74.005406689)"
"262",529454529,52,"BRONX","2019-03-22T00:00:00.000","20:00:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR","FRONT OF","CRIMINAL MISCHIEF & RELATED OF","","PATROL BORO BRONX",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","STREET","2019-03-23T00:00:00.000","","UNKNOWN","UNKNOWN","U",NA,"45-64","BLACK","F",1018385,259600,40.8791585160001,-73.876563429,"(40.879158516, -73.876563429)"
"263",612650329,101,"QUEENS","2019-01-12T00:00:00.000","20:00:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",116,"FELONY","INSIDE","SEX CRIMES","","PATROL BORO QUEENS SOUTH",168,"SODOMY 1","RESIDENCE - APT. HOUSE","2019-01-14T00:00:00.000","","","","",NA,"<18","WHITE HISPANIC","M",1053678,159044,40.6029515910001,-73.749976261,"(40.602951591, -73.749976261)"
"264",159315770,104,"QUEENS","2019-03-12T00:00:00.000","15:00:00","2019-03-12T00:00:00.000","18:44:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2","","PATROL BORO QUEENS NORTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE-HOUSE","2019-03-12T00:00:00.000","","45-64","WHITE","F",NA,"65+","WHITE","F",1015390,203854,40.7261622500001,-73.88765239,"(40.72616225, -73.88765239)"
"265",193958367,73,"BROOKLYN","2019-03-11T00:00:00.000","10:30:00","2019-03-11T00:00:00.000","10:45:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","","HARRASSMENT 2","","PATROL BORO BKLYN NORTH",638,"HARASSMENT,SUBD 3,4,5","STREET","2019-03-11T00:00:00.000","","","","",NA,"25-44","WHITE","M",1010950,185360,40.675415085,-73.903744633,"(40.675415085, -73.903744633)"
"266",964053165,52,"BRONX","2019-02-21T00:00:00.000","21:00:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","","PETIT LARCENY","","PATROL BORO BRONX",321,"LARCENY,PETIT FROM AUTO","STREET","2019-02-21T00:00:00.000","","","","",NA,"45-64","WHITE","M",1019706,259126,40.877852326,-73.871788981,"(40.877852326, -73.871788981)"
"267",973019321,24,"MANHATTAN","2019-03-27T00:00:00.000","16:00:00","2019-03-28T00:00:00.000","08:20:00","COMPLETED","",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","","PETIT LARCENY","","PATROL BORO MAN NORTH",357,"LARCENY,PETIT OF VEHICLE ACCES","STREET","2019-03-28T00:00:00.000","","UNKNOWN","UNKNOWN","U",NA,"45-64","WHITE","M",991683,230221,40.798584573,-73.973154989,"(40.798584573, -73.973154989)"
"268",879030751,14,"MANHATTAN","2019-03-12T00:00:00.000","13:30:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY","","PATROL BORO MAN SOUTH",333,"LARCENY,PETIT FROM STORE-SHOPL","CHAIN STORE","2019-03-12T00:00:00.000","","25-44","WHITE","M",NA,"UNKNOWN","UNKNOWN","D",987220,212676,40.7504307680001,-73.989282176,"(40.750430768, -73.989282176)"
"269",306865844,43,"BRONX","2019-01-10T00:00:00.000","02:00:00","","","COMPLETED","",NA,0,"N.Y. POLICE DEPT",105,"FELONY","","ROBBERY","","PATROL BORO BRONX",386,"ROBBERY,PERSONAL ELECTRONIC DEVICE","STREET","2019-01-10T00:00:00.000","","UNKNOWN","WHITE HISPANIC","U",NA,"18-24","WHITE HISPANIC","M",1017663,243304,40.8344336690001,-73.8792555269999,"(40.834433669, -73.879255527)"
