"","uid","city_name","offense_code","offense_type","offense_group","offense_against","date_single","longitude","latitude","location_type","location_category","census_block","date_start","date_end"
"628",16274623,"New York","90Z","all other offenses","all other offenses","other",2018-02-23 12:18:00,-73.925121,40.812172,"healthcare","healthcare","360050051002007",2018-02-23 12:18:00,NA
"629",16275167,"New York","11A","rape (except statutory rape)","sex offenses","persons",2018-02-23 21:00:00,-73.900505,40.843901,"residence","residence","360050165001010",2018-02-23 21:00:00,NA
"630",16275184,"New York","90Z","all other offenses","all other offenses","other",2018-02-23 21:15:00,-73.779323,40.696433,"street","street","360810434001006",2018-02-23 21:15:00,NA
"631",16275391,"New York","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property",2018-02-24 01:00:00,-73.934467,40.84832,"street","street","360610263001000",2018-02-23 19:00:00,2018-02-24 07:00:00
"632",16275542,"New York","23D","theft from building","larceny/theft offenses","property",2018-02-24 04:00:00,-73.892608,40.868407,"residence","residence","360050403031001",2018-02-24 04:00:00,NA
"633",16275564,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property",2018-02-24 04:11:00,-73.949219,40.647521,"residence","residence","360470824002001",2018-02-24 04:11:00,2018-02-24 04:12:00
"634",16275916,"New York","35A","drug/narcotic violations","drug/narcotic offenses","society",2018-02-24 12:45:00,-73.877197,40.880468,"residence","residence","360050431008001",2018-02-24 12:40:00,2018-02-24 12:50:00
"635",16275959,"New York","13B","simple assault","assault offenses","persons",2018-02-24 13:32:00,-73.878875,40.827313,"residence","residence","360050050021000",2018-02-24 13:30:00,2018-02-24 13:35:00
"636",16275961,"New York","13B","simple assault","assault offenses","persons",2018-02-24 13:35:00,-73.981822,40.695864,"other","other","360470015002002",2018-02-24 13:35:00,2018-02-24 13:35:00
"637",16276080,"New York","39B","operating/promoting/assisting gambling","gambling offenses","society",2018-02-24 15:21:00,-73.914034,40.669204,"street","street","360470902001000",2018-02-24 15:18:00,2018-02-24 15:25:00
"638",16276116,"New York","23C","shoplifting","larceny/theft offenses","property",2018-02-24 16:05:00,-73.821583,40.868467,"other retail","retail","360050462011025",2018-02-24 16:00:00,2018-02-24 16:10:00
"639",16276154,"New York","35A","drug/narcotic violations","drug/narcotic offenses","society",2018-02-24 16:32:00,-73.904281,40.859673,"street","street","360050253002000",2018-02-24 16:30:00,2018-02-24 16:35:00
"640",16276244,"New York","23D","theft from building","larceny/theft offenses","property",2018-02-24 18:11:00,-73.994935,40.745082,"other retail","retail","360610091002001",2018-02-24 18:00:00,2018-02-24 18:22:00
"641",16276264,"New York","13B","simple assault","assault offenses","persons",2018-02-24 18:25:00,-73.916352,40.819211,"residence","residence","360050067006001",2018-02-24 18:20:00,2018-02-24 18:30:00
"642",16276363,"New York","90Z","all other offenses","all other offenses","other",2018-02-24 20:10:00,-73.871582,40.733927,"office","commercial","360810683002003",2018-02-24 20:00:00,2018-02-24 20:20:00
"643",16276568,"New York","35A","drug/narcotic violations","drug/narcotic offenses","society",2018-02-24 23:34:00,-73.865595,40.843775,"street","street","360050238003002",2018-02-24 23:30:00,2018-02-24 23:39:00
"644",16276831,"New York","90Z","all other offenses","all other offenses","other",2018-02-25 04:05:00,-73.916616,40.810033,"residence","residence","360050041001001",2018-02-25 04:00:00,2018-02-25 04:10:00
"645",16276876,"New York","90D","driving under the influence","driving under the influence","society",2018-02-25 05:02:00,-73.807914,40.722565,"street","street","360811257002008",2018-02-25 05:00:00,2018-02-25 05:05:00
"646",16276946,"New York","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property",2018-02-25 07:52:00,-73.88885,40.631213,"street","street","360471028002003",2018-02-25 07:50:00,2018-02-25 07:55:00
"647",16277120,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property",2018-02-25 12:30:00,-73.850916,40.868506,"residence","residence","360050348003001",2018-02-25 08:00:00,2018-02-25 17:00:00
"648",16277228,"New York","26U","other fraud","fraud offenses (except counterfeiting/forgery and bad checks)","property",2018-02-25 15:00:00,-73.947555,40.830585,"residence","residence","360610237002000",2018-02-25 15:00:00,NA
"649",16277246,"New York","90Z","all other offenses","all other offenses","other",2018-02-25 15:16:00,-73.981796,40.701323,"residence","residence","360470021003019",2018-02-25 14:40:00,2018-02-25 15:53:00
"650",16277328,"New York","23D","theft from building","larceny/theft offenses","property",2018-02-25 16:50:00,-73.994113,40.725753,"office","commercial","360610055021002",2018-02-25 16:10:00,2018-02-25 17:30:00
"651",16277461,"New York","90Z","all other offenses","all other offenses","other",2018-02-25 19:05:00,-73.903836,40.834528,"residence","residence","360050147012001",2018-02-25 19:00:00,2018-02-25 19:10:00
"652",16277474,"New York","90Z","all other offenses","all other offenses","other",2018-02-25 19:17:00,-73.985995,40.712997,"residence","residence","360610002011001",2018-02-25 19:15:00,2018-02-25 19:20:00
"653",16277536,"New York","35A","drug/narcotic violations","drug/narcotic offenses","society",2018-02-25 20:27:00,-73.893834,40.829678,"street","street","360050125002001",2018-02-25 20:25:00,2018-02-25 20:30:00
"654",16277561,"New York","35A","drug/narcotic violations","drug/narcotic offenses","society",2018-02-25 20:52:00,-73.861776,40.858823,"residence","residence","360050328002000",2018-02-25 20:50:00,2018-02-25 20:54:00
"655",16277678,"New York","26B","credit card/automated teller machine fraud","fraud offenses (except counterfeiting/forgery and bad checks)","property",2018-02-25 23:29:00,-73.921569,40.864615,"residence","residence","360610293005000",2018-01-11 00:00:00,2018-04-12 23:59:00
"656",16277911,"New York","90Z","all other offenses","all other offenses","other",2018-02-26 07:15:00,-73.944098,40.678796,"residence","residence","360470247001003",2018-02-26 07:00:00,2018-02-26 07:30:00
"657",16277927,"New York","90Z","all other offenses","all other offenses","other",2018-02-26 07:35:00,-73.956552,40.802809,"residence","residence","360610197021000",2018-02-26 07:30:00,2018-02-26 07:40:00
"658",16278132,"New York","90Z","all other offenses","all other offenses","other",2018-02-26 12:02:00,-73.903248,40.843602,"school","education","360050165001021",2018-02-26 12:00:00,2018-02-26 12:05:00
"659",16278702,"New York","13A","aggravated assault","assault offenses","persons",2018-02-26 20:39:00,-73.902856,40.829966,"residence","residence","360050185002000",2018-02-26 20:39:00,NA
"660",16278706,"New York","90Z","all other offenses","all other offenses","other",2018-02-26 20:42:00,-73.937539,40.675419,"residence","residence","360470311001003",2018-02-26 20:40:00,2018-02-26 20:44:00
"661",16278745,"New York","510","bribery","bribery","property",2018-02-26 21:25:00,-73.944984,40.679395,"residence","residence","360470247001000",2018-02-26 21:20:00,2018-02-26 21:30:00
"662",16278820,"New York","13A","aggravated assault","assault offenses","persons",2018-02-26 22:57:00,-73.912971,40.807434,"convenience store","retail","360050033002000",2018-02-26 22:55:00,2018-02-26 23:00:00
"663",16278923,"New York","90Z","all other offenses","all other offenses","other",2018-02-27 01:59:00,-73.926716,40.832895,"street","street","360050189002000",2018-02-27 01:59:00,NA
"664",16279049,"New York","13B","simple assault","assault offenses","persons",2018-02-27 07:30:00,-73.863639,40.669405,"residence","residence","360471208004000",2018-02-27 07:05:00,2018-02-27 07:55:00
"665",16279242,"New York","90Z","all other offenses","all other offenses","other",2018-02-27 11:45:00,-73.780225,40.703978,"residence","residence","360810440003005",2018-02-27 11:45:00,NA
"666",16279343,"New York","90Z","all other offenses","all other offenses","other",2018-02-27 13:02:00,-73.76851,40.756064,"residence","residence","360811447002002",2018-02-27 13:00:00,2018-02-27 13:05:00
"667",16279458,"New York","13A","aggravated assault","assault offenses","persons",2018-02-27 14:40:00,-73.856761,40.894528,"other retail","retail","360050418004000",2018-02-27 14:30:00,2018-02-27 14:50:00
"668",16279854,"New York","23H","all other larceny","larceny/theft offenses","property",2018-02-27 20:17:00,-73.951994,40.777542,"street","street","360610146011000",2018-02-27 15:00:00,2018-02-28 01:34:00
"669",16279930,"New York","90Z","all other offenses","all other offenses","other",2018-02-27 21:39:00,-73.803614,40.586603,"residence","residence","360810942035000",2018-02-27 21:35:00,2018-02-27 21:43:00
"670",16279957,"New York","35A","drug/narcotic violations","drug/narcotic offenses","society",2018-02-27 22:10:00,-73.828219,40.677605,"office","commercial","360810100001003",2018-02-27 21:50:00,2018-02-27 22:30:00
"671",16279982,"New York","13A","aggravated assault","assault offenses","persons",2018-02-27 22:45:00,-73.797914,40.691458,"convenience store","retail","360810260002006",2018-02-27 22:40:00,2018-02-27 22:50:00
"672",16280022,"New York","13B","simple assault","assault offenses","persons",2018-02-27 23:40:00,-73.939628,40.841439,"bar/club","leisure","360610251001001",2018-02-27 23:00:00,2018-02-28 00:20:00
"673",16280197,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property",2018-02-28 04:05:00,-73.890739,40.863813,"residence","residence","360050405021000",2018-02-28 04:00:00,2018-02-28 04:10:00
"674",16280208,"New York","13B","simple assault","assault offenses","persons",2018-02-28 04:30:00,-73.991461,40.760049,"street","street","360610121004001",2018-02-28 04:15:00,2018-02-28 04:45:00
"675",16280211,"New York","23C","shoplifting","larceny/theft offenses","property",2018-02-28 04:32:00,-73.967502,40.763173,"healthcare","healthcare","360610114022002",2018-02-28 04:25:00,2018-02-28 04:40:00
"676",16280414,"New York","23B","purse-snatching","larceny/theft offenses","property",2018-02-28 10:37:00,-73.986368,40.740195,"rapid transit","transportation","360610056001006",2018-02-28 10:30:00,2018-02-28 10:45:00
"677",16280568,"New York","280","stolen property offenses","stolen property offenses","property",2018-02-28 13:06:00,-73.907358,40.8588,"street","street","360050251005000",2018-02-28 13:06:00,NA
"678",16280638,"New York","13B","simple assault","assault offenses","persons",2018-02-28 14:12:00,-73.905467,40.701503,"street","street","360810551003000",2018-02-28 14:10:00,2018-02-28 14:15:00
"679",16280836,"New York","23D","theft from building","larceny/theft offenses","property",2018-02-28 16:39:00,-74.002484,40.732039,"other retail","retail","360610067001000",2018-02-28 16:39:00,2018-02-28 16:40:00
"680",16280867,"New York","90Z","all other offenses","all other offenses","other",2018-02-28 17:00:00,-73.911745,40.843762,"healthcare","healthcare","360050227031004",2018-02-28 17:00:00,NA
"681",16280909,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property",2018-02-28 17:30:00,-73.876563,40.879159,"green space","open space","360050423001000",2018-02-27 17:30:00,2018-03-01 17:30:00
"682",16280938,"New York","280","stolen property offenses","stolen property offenses","property",2018-02-28 17:46:00,-74.07127,40.620845,"street","street","360850006001007",2018-02-28 17:35:00,2018-02-28 17:58:00
"683",16281005,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property",2018-02-28 18:45:00,-73.955394,40.801911,"residence","residence","360610216004000",2018-02-28 18:30:00,2018-02-28 19:00:00
"684",16281080,"New York","90Z","all other offenses","all other offenses","other",2018-02-28 19:50:00,-73.966241,40.586291,"healthcare","healthcare","360470374013000",2018-02-14 20:15:00,2018-03-14 20:25:00
"685",16281098,"New York","23C","shoplifting","larceny/theft offenses","property",2018-02-28 20:00:00,-73.834019,40.757379,"other retail","retail","360810871001001",2018-02-28 19:50:00,2018-02-28 20:10:00
"686",16281203,"New York","23H","all other larceny","larceny/theft offenses","property",2018-02-28 22:00:00,-73.992075,40.725426,"other","other","360610036022001",2018-02-28 22:00:00,NA
"687",16281220,"New York","520","weapon law violations","weapon law violations","society",2018-02-28 22:24:00,-73.933056,40.799232,"street","street","360610194001000",2018-02-28 22:20:00,2018-02-28 22:29:00
"688",16281222,"New York","35A","drug/narcotic violations","drug/narcotic offenses","society",2018-02-28 22:25:00,-73.875285,40.824216,"residence","residence","360050048002002",2018-02-28 22:20:00,2018-02-28 22:30:00
"689",16281428,"New York","13B","simple assault","assault offenses","persons",2018-03-01 02:47:00,-73.883044,40.755812,"street","street","360810337002002",2018-03-01 02:45:00,2018-03-01 02:50:00
"690",16281449,"New York","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property",2018-03-01 03:15:00,-73.909834,40.710034,"street","street","360810591001000",2018-02-28 22:30:00,2018-03-01 08:00:00
"691",16281754,"New York","90J","trespass of real property","trespass of real property","society",2018-03-01 11:45:00,-73.828219,40.677605,"office","commercial","360810100001003",2018-03-01 11:40:00,2018-03-01 11:50:00
"692",16281901,"New York","90Z","all other offenses","all other offenses","other",2018-03-01 13:40:00,-74.006436,40.709564,"street","street","360610015011015",2018-03-01 13:30:00,2018-03-01 13:50:00
"693",16282066,"New York","90Z","all other offenses","all other offenses","other",2018-03-01 15:55:00,-73.804271,40.708934,"bus","transportation","360810236001001",2018-03-01 15:55:00,2018-03-01 15:55:00
"694",16282120,"New York","35A","drug/narcotic violations","drug/narcotic offenses","society",2018-03-01 16:37:00,-73.939647,40.656923,"other","other","360470808001001",2018-03-01 12:45:00,2018-03-01 20:30:00
"695",16282279,"New York","90Z","all other offenses","all other offenses","other",2018-03-01 18:52:00,-73.914394,40.638808,"residence","residence","360470954002001",2018-03-01 18:52:00,NA
"696",16282372,"New York","13B","simple assault","assault offenses","persons",2018-03-01 20:05:00,-73.900451,40.674677,"residence","residence","360471144001002",2018-03-01 20:00:00,2018-03-01 20:10:00
"697",16282423,"New York","13B","simple assault","assault offenses","persons",2018-03-01 20:50:00,-73.832304,40.878169,"residence","residence","360050462013001",2018-03-01 20:44:00,2018-03-01 20:56:00
"698",16282478,"New York","13B","simple assault","assault offenses","persons",2018-03-01 21:45:00,-73.986839,40.74773,"office","commercial","360610076001004",2018-03-01 21:40:00,2018-03-01 21:50:00
"699",16282517,"New York","13B","simple assault","assault offenses","persons",2018-03-01 22:33:00,-74.002181,40.734712,"street","street","360610073006004",2018-03-01 22:30:00,2018-03-01 22:37:00
"700",16282541,"New York","90Z","all other offenses","all other offenses","other",2018-03-01 23:07:00,-73.960108,40.656633,"street","street","360470798023002",2018-03-01 23:00:00,2018-03-01 23:15:00
"701",16282817,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property",2018-03-02 08:02:00,-73.946977,40.640085,"school","education","360470830001003",2018-03-02 08:00:00,2018-03-02 08:05:00
"702",16283048,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property",2018-03-02 13:07:00,-74.0954,40.584854,"residence","residence","360850114011011",2018-03-02 13:00:00,2018-03-02 13:15:00
"703",16283129,"New York","23D","theft from building","larceny/theft offenses","property",2018-03-02 14:20:00,-73.982962,40.737082,"residence","residence","360610064002000",2018-03-02 09:00:00,2018-03-02 19:40:00
"704",16283133,"New York","12A","personal robbery","robbery","property",2018-03-02 14:29:00,-73.871582,40.733927,"office","commercial","360810683002003",2018-03-02 14:29:00,2018-03-02 14:30:00
"705",16283143,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property",2018-03-02 14:32:00,-73.974109,40.67646,"street","street","360470159004000",2018-03-02 14:30:00,2018-03-02 14:35:00
"706",16283321,"New York","90Z","all other offenses","all other offenses","other",2018-03-02 17:38:00,-73.792612,40.707047,"street","street","360810460003005",2018-03-02 17:30:00,2018-03-02 17:47:00
"707",16283412,"New York","90Z","all other offenses","all other offenses","other",2018-03-02 19:15:00,-73.949219,40.647521,"residence","residence","360470824002001",2018-03-02 19:10:00,2018-03-02 19:20:00
"708",16283509,"New York","35A","drug/narcotic violations","drug/narcotic offenses","society",2018-03-02 21:00:00,-73.954388,40.635718,"street","street","360470770002001",2018-03-02 20:55:00,2018-03-02 21:05:00
"709",16283543,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property",2018-03-02 21:47:00,-73.902088,40.870496,"street","street","360050267024000",2018-03-02 21:40:00,2018-03-02 21:55:00
"710",16283601,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property",2018-03-02 22:55:00,-73.871571,40.681694,"commercial vehicle","vehicle","360471184003004",2018-03-02 22:50:00,2018-03-02 23:00:00
"711",16283720,"New York","510","bribery","bribery","property",2018-03-03 01:30:00,-73.935433,40.832942,"residence","residence","360610243022001",2018-03-03 01:00:00,2018-03-03 02:00:00
"712",16283873,"New York","13A","aggravated assault","assault offenses","persons",2018-03-03 04:37:00,-73.933454,40.639534,"street","street","360470838002000",2018-03-03 04:35:00,2018-03-03 04:40:00
"713",16283911,"New York","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property",2018-03-03 05:17:00,-73.96334,40.801151,"street","street","360610193005001",2018-03-03 05:12:00,2018-03-03 05:23:00
"714",16283955,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property",2018-03-03 07:00:00,-73.962698,40.696359,"street","street","360470191001006",2018-03-02 22:00:00,2018-03-03 16:00:00
"715",16283956,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property",2018-03-03 07:00:00,-73.938861,40.692819,"street","street","360470281001001",2018-03-02 19:00:00,2018-03-03 19:00:00
"716",16284143,"New York","90J","trespass of real property","trespass of real property","society",2018-03-03 12:12:00,-73.861466,40.868701,"residence","residence","360050340002000",2018-03-03 12:00:00,2018-03-03 12:25:00
"717",16284260,"New York","13B","simple assault","assault offenses","persons",2018-03-03 14:27:00,-73.80643,40.588985,"residence","residence","360810942021013",2018-03-03 14:25:00,2018-03-03 14:30:00
"718",16284267,"New York","23D","theft from building","larceny/theft offenses","property",2018-03-03 14:30:00,-73.948033,40.801337,"other","other","360610190001002",2018-03-03 14:00:00,2018-03-03 15:00:00
"719",16284326,"New York","23D","theft from building","larceny/theft offenses","property",2018-03-03 15:27:00,-73.910583,40.673502,"other retail","retail","360470365021010",2018-03-03 15:25:00,2018-03-03 15:30:00
"720",16284380,"New York","23D","theft from building","larceny/theft offenses","property",2018-03-03 16:20:00,-73.989072,40.758229,"restaurant","leisure","360610121001000",2018-03-03 16:05:00,2018-03-03 16:35:00
"721",16284484,"New York","23C","shoplifting","larceny/theft offenses","property",2018-03-03 17:52:00,-73.885536,40.83663,"other retail","retail","360050161001002",2018-03-03 17:51:00,2018-03-03 17:54:00
"722",16284513,"New York","90Z","all other offenses","all other offenses","other",2018-03-03 18:10:00,-73.842957,40.671629,"restaurant","leisure","360810088002005",2018-03-03 18:10:00,NA
"723",16284692,"New York","90Z","all other offenses","all other offenses","other",2018-03-03 21:00:00,-73.851396,40.826697,"residence","residence","360050098005003",2018-03-03 21:00:00,NA
"724",16284757,"New York","90Z","all other offenses","all other offenses","other",2018-03-03 22:21:00,-73.87485,40.834572,"residence","residence","360050062003002",2018-03-03 22:21:00,NA
"725",16284812,"New York","90Z","all other offenses","all other offenses","other",2018-03-03 23:17:00,-73.884141,40.87169,"residence","residence","360050415004000",2018-03-03 23:14:00,2018-03-03 23:20:00
"726",16284868,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property",2018-03-04 00:15:00,-73.937929,40.689931,"street","street","360470279002000",2018-03-04 00:12:00,2018-03-04 00:18:00
"727",16284882,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property",2018-03-04 00:25:00,-73.847544,40.842737,"residence","residence","360050200001004",2018-03-04 00:15:00,2018-03-04 00:35:00
"728",16284993,"New York","90D","driving under the influence","driving under the influence","society",2018-03-04 02:04:00,-74.018235,40.604117,"street","street","360470154001002",2018-03-04 01:50:00,2018-03-04 02:19:00
"729",16285092,"New York","11D","fondling","sex offenses","persons",2018-03-04 03:32:00,-73.994844,40.753939,"residence","residence","360610111001002",2018-03-04 03:30:00,2018-03-04 03:35:00
"730",16285110,"New York","23D","theft from building","larceny/theft offenses","property",2018-03-04 03:50:00,-73.891036,40.662753,"other retail","retail","360471128001001",2018-03-04 03:50:00,NA
"731",16285323,"New York","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property",2018-03-04 10:00:00,-73.945309,40.683084,"street","street","360470267003001",2018-03-04 07:30:00,2018-03-04 12:30:00
"732",16285661,"New York","13B","simple assault","assault offenses","persons",2018-03-04 17:00:00,-73.859732,40.821827,"residence","residence","360050042005002",2018-03-04 17:00:00,NA
"733",16286047,"New York","22A","residential burglary/breaking & entering","burglary/breaking & entering","property",2018-03-05 01:30:00,-73.90221,40.859336,"residence","residence","360050239005000",2018-03-04 15:00:00,2018-03-05 12:00:00
"734",16286194,"New York","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property",2018-03-05 07:00:00,-73.822953,40.793992,"street","street","360810973001011",2018-03-04 21:00:00,2018-03-05 17:00:00
"735",16286347,"New York","250","counterfeiting/forgery","counterfeiting/forgery","property",2018-03-05 11:00:00,-74.023706,40.626887,"office","commercial","360470136003000",2018-03-05 11:00:00,NA
"736",16286357,"New York","13B","simple assault","assault offenses","persons",2018-03-05 11:10:00,-73.997836,40.757345,"residence","residence","360610117001015",2018-03-05 11:10:00,NA
"737",16286467,"New York","23C","shoplifting","larceny/theft offenses","property",2018-03-05 13:07:00,-73.998508,40.722051,"office","commercial","360610045001002",2018-03-05 13:06:00,2018-03-05 13:08:00
"738",16286571,"New York","23C","shoplifting","larceny/theft offenses","property",2018-03-05 14:35:00,-73.993588,40.746934,"other retail","retail","360610095002002",2018-03-05 14:30:00,2018-03-05 14:40:00
"739",16286587,"New York","90Z","all other offenses","all other offenses","other",2018-03-05 14:45:00,-73.783769,40.685559,"school","education","360810278002001",2018-03-05 14:45:00,NA
"740",16286693,"New York","90Z","all other offenses","all other offenses","other",2018-03-05 16:02:00,-74.167568,40.595284,"residence","residence","360850291035002",2018-03-05 16:00:00,2018-03-05 16:05:00
"741",16286804,"New York","35A","drug/narcotic violations","drug/narcotic offenses","society",2018-03-05 17:39:00,-73.903178,40.824877,"residence","residence","360050135002001",2018-03-05 17:39:00,2018-03-05 17:40:00
"742",16286916,"New York","13B","simple assault","assault offenses","persons",2018-03-05 19:30:00,-73.864694,40.751716,"residence","residence","360810405001001",2018-03-05 19:25:00,2018-03-05 19:35:00
"743",16286927,"New York","90Z","all other offenses","all other offenses","other",2018-03-05 19:40:00,-73.944924,40.791241,"other","other","360610172004002",2018-03-05 19:30:00,2018-03-05 19:50:00
"744",16286954,"New York","290","destruction/damage/vandalism of property (except arson)","destruction/damage/vandalism of property (except arson)","property",2018-03-05 20:08:00,-73.983521,40.782802,"residence","residence","360610163001006",2018-03-05 20:08:00,NA
"745",16287197,"New York","90D","driving under the influence","driving under the influence","society",2018-03-06 01:28:00,-74.137745,40.624221,"street","street","360850201003000",2018-03-06 01:18:00,2018-03-06 01:39:00
"746",16287502,"New York","250","counterfeiting/forgery","counterfeiting/forgery","property",2018-03-06 11:15:00,-73.799521,40.699179,"street","street","360810208002004",2018-03-06 11:15:00,NA
"747",16287597,"New York","13B","simple assault","assault offenses","persons",2018-03-06 12:20:00,-73.973012,40.679479,"residence","residence","360470161002000",2018-03-06 12:16:00,2018-03-06 12:25:00
"748",16287642,"New York","26U","other fraud","fraud offenses (except counterfeiting/forgery and bad checks)","property",2018-03-06 13:00:00,-74.158745,40.550801,"residence","residence","360850146041009",2018-03-06 13:00:00,2018-03-06 13:00:00
"749",16287911,"New York","23C","shoplifting","larceny/theft offenses","property",2018-03-06 16:37:00,-73.959827,40.715887,"other retail","retail","360470553003004",2018-03-06 16:30:00,2018-03-06 16:45:00
"750",16288033,"New York","23C","shoplifting","larceny/theft offenses","property",2018-03-06 18:23:00,-74.001344,40.741382,"office","commercial","360610083001001",2018-03-06 18:17:00,2018-03-06 18:30:00
"751",16288129,"New York","90Z","all other offenses","all other offenses","other",2018-03-06 20:00:00,-73.940336,40.793511,"residence","residence","360610180003001",2018-03-06 20:00:00,NA
"752",16288197,"New York","23C","shoplifting","larceny/theft offenses","property",2018-03-06 21:02:00,-73.911424,40.699743,"other retail","retail","360810549004001",2018-03-06 21:00:00,2018-03-06 21:05:00
"753",16288274,"New York","35A","drug/narcotic violations","drug/narcotic offenses","society",2018-03-06 22:12:00,-73.921973,40.588441,"street","street","360470628004024",2018-03-06 22:10:00,2018-03-06 22:15:00
"754",16288285,"New York","90D","driving under the influence","driving under the influence","society",2018-03-06 22:22:00,-73.856531,40.685972,"street","street","360810008001004",2018-03-06 22:20:00,2018-03-06 22:25:00
"755",16288441,"New York","23F","theft from motor vehicle (except theft of motor vehicle parts or accessories)","larceny/theft offenses","property",2018-03-07 01:54:00,-73.863991,40.723043,"street","street","360810697022003",2018-03-07 01:16:00,2018-03-07 02:32:00
"756",16288466,"New York","90Z","all other offenses","all other offenses","other",2018-03-07 02:23:00,-73.859384,40.751932,"residence","residence","360810401001003",2018-03-05 18:20:00,2018-03-08 10:26:00
"757",16288500,"New York","90D","driving under the influence","driving under the influence","society",2018-03-07 03:57:00,-74.154899,40.625797,"street","street","360850231001014",2018-03-07 03:45:00,2018-03-07 04:09:00
"758",16288513,"New York","22B","non-residential burglary/breaking & entering","burglary/breaking & entering","property",2018-03-07 04:27:00,-73.968871,40.798842,"other retail","retail","360610191004001",2018-03-07 04:27:00,2018-03-07 04:28:00
"759",16288687,"New York","13B","simple assault","assault offenses","persons",2018-03-07 11:20:00,-73.921658,40.663851,"street","street","360470900006001",2018-03-07 11:15:00,2018-03-07 11:25:00
"760",16288714,"New York","23C","shoplifting","larceny/theft offenses","property",2018-03-07 11:45:00,-73.970728,40.764536,"other retail","retail","360610114012002",2018-03-07 11:45:00,2018-03-07 11:45:00
"761",16288715,"New York","90Z","all other offenses","all other offenses","other",2018-03-07 11:46:00,-73.849782,40.826544,"residence","residence","360050098003010",2018-03-07 11:27:00,2018-03-07 12:06:00
"762",16288721,"New York","240","motor vehicle theft","motor vehicle theft","property",2018-03-07 12:00:00,-73.990128,40.620996,"street","street","360470248002004",2018-03-07 12:00:00,2018-03-07 12:00:00
"763",16288995,"New York","90J","trespass of real property","trespass of real property","society",2018-03-07 17:35:00,-73.904941,40.812387,"restaurant","leisure","360050079003002",2018-03-07 17:30:00,2018-03-07 17:40:00
"764",16289001,"New York","35A","drug/narcotic violations","drug/narcotic offenses","society",2018-03-07 17:42:00,-74.000693,40.657993,"other open space","open space","360470101003005",2018-03-06 16:25:00,2018-03-08 19:00:00
"765",16289020,"New York","26B","credit card/automated teller machine fraud","fraud offenses (except counterfeiting/forgery and bad checks)","property",2018-03-07 18:18:00,-73.980986,40.746068,"residence","residence","360610072002000",2018-03-01 19:37:00,2018-03-13 18:00:00
"766",16289132,"New York","13A","aggravated assault","assault offenses","persons",2018-03-07 21:30:00,-73.979511,40.765303,"residence","residence","360610137002000",2018-03-07 21:30:00,NA
"767",16289569,"New York","13B","simple assault","assault offenses","persons",2018-03-08 11:00:00,-73.983015,40.783408,"construction","commercial","360610163001005",2018-03-08 11:00:00,NA
"768",16289621,"New York","23D","theft from building","larceny/theft offenses","property",2018-03-08 11:45:00,-73.979313,40.669621,"school","education","360470155004000",2018-03-08 11:45:00,2018-03-08 11:45:00
"769",16289775,"New York","13C","intimidation","assault offenses","persons",2018-03-08 14:05:00,-73.939474,40.807352,"school","education","360610206001004",2018-03-08 14:00:00,2018-03-08 14:10:00
"770",16289786,"New York","12A","personal robbery","robbery","property",2018-03-08 14:12:00,-73.922197,40.859985,"residence","residence","360610299001003",2018-03-08 13:45:00,2018-03-08 14:40:00
"771",16289832,"New York","90Z","all other offenses","all other offenses","other",2018-03-08 14:52:00,-73.839271,40.688771,"residence","residence","360810116002000",2018-03-08 14:40:00,2018-03-08 15:05:00
"772",16289970,"New York","23D","theft from building","larceny/theft offenses","property",2018-03-08 16:45:00,-73.821583,40.868467,"other","other","360050462011025",2018-03-08 16:30:00,2018-03-08 17:00:00
