"","cmplnt_num","cmplnt_fr_dt","cmplnt_fr_tm","cmplnt_to_dt","cmplnt_to_tm","addr_pct_cd","rpt_dt","ky_cd","ofns_desc","pd_cd","pd_desc","crm_atpt_cptd_cd","law_cat_cd","boro_nm","loc_of_occur_desc","prem_typ_desc","juris_desc","jurisdiction_code","parks_nm","hadevelopt","housing_psa","x_coord_cd","y_coord_cd","susp_age_group","susp_race","susp_sex","transit_district","latitude","longitude","lat_lon","patrol_boro","station_name","vic_age_group","vic_race","vic_sex"
"569",353432332,"2018-12-31T00:00:00.000","12:30:00","2018-12-31T00:00:00.000","13:00:00",32,"2018-12-31T00:00:00.000",235,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","HOTEL/MOTEL","N.Y. POLICE DEPT",0,"","","",1001650,240575,"65+","BLACK","M",NA,40.8269894110001,-73.93712941,"(40.826989411, -73.93712941)","PATROL BORO MAN NORTH","","UNKNOWN","UNKNOWN","E"
"570",558809296,"2018-12-31T00:00:00.000","15:40:00","2018-12-31T00:00:00.000","15:45:00",47,"2018-12-31T00:00:00.000",233,"SEX CRIMES",681,"CHILD, ENDANGERING WELFARE","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE",2,"","EDENWALD","897",1026387,262634,"25-44","BLACK","M",NA,40.887451313,-73.847607787,"(40.887451313, -73.847607787)","PATROL BORO BRONX","","UNKNOWN","UNKNOWN","F"
"571",800267157,"2018-12-31T00:00:00.000","00:32:00","2018-12-31T00:00:00.000","01:00:00",10,"2018-12-31T00:00:00.000",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","MANHATTAN","FRONT OF","STREET","N.Y. POLICE DEPT",0,"","","",984686,209908,"45-64","WHITE","M",NA,40.742833788,-73.998428024,"(40.742833788, -73.998428024)","PATROL BORO MAN SOUTH","","45-64","WHITE HISPANIC","M"
"572",944033351,"2018-12-31T00:00:00.000","15:15:00","2018-12-31T00:00:00.000","15:43:00",20,"2018-12-31T00:00:00.000",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",988452,220426,"25-44","WHITE HISPANIC","M",NA,40.771702033,-73.984830819,"(40.771702033, -73.984830819)","PATROL BORO MAN NORTH","","25-44","WHITE","F"
"573",598015075,"2018-12-31T00:00:00.000","18:25:00","2018-12-31T00:00:00.000","18:35:00",42,"2018-12-31T00:00:00.000",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",1011586,242653,"UNKNOWN","UNKNOWN","M",NA,40.8326677630001,-73.9012188629999,"(40.832667763, -73.901218863)","PATROL BORO BRONX","","45-64","BLACK","F"
"574",145333050,"2018-12-31T00:00:00.000","06:00:00","2018-12-31T00:00:00.000","17:30:00",70,"2018-12-31T00:00:00.000",109,"GRAND LARCENY",421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE","COMPLETED","FELONY","BROOKLYN","FRONT OF","STREET","N.Y. POLICE DEPT",0,"","","",995665,174040,"","","",NA,40.644377079,-73.958868101,"(40.644377079, -73.958868101)","PATROL BORO BKLYN SOUTH","","25-44","BLACK","M"
"575",618857774,"2018-12-31T00:00:00.000","04:18:00","2018-12-31T00:00:00.000","04:22:00",14,"2018-12-31T00:00:00.000",107,"BURGLARY",213,"BURGLARY,COMMERCIAL,NIGHT","COMPLETED","FELONY","MANHATTAN","INSIDE","DRUG STORE","PORT AUTHORITY",3,"","","",986882,214802,"25-44","BLACK","M",NA,40.7562662070001,-73.990501248,"(40.756266207, -73.990501248)","PATROL BORO MAN SOUTH","","UNKNOWN","UNKNOWN","D"
"576",347270019,"2018-12-31T00:00:00.000","01:50:00","2018-12-31T00:00:00.000","02:03:00",75,"2018-12-31T00:00:00.000",105,"ROBBERY",390,"ROBBERY,HOME INVASION","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",1019990,185650,"UNKNOWN","BLACK","M",NA,40.676179189,-73.871152816,"(40.676179189, -73.871152816)","PATROL BORO BKLYN NORTH","","65+","WHITE","M"
"577",948784559,"2018-12-31T00:00:00.000","16:00:00","2018-12-31T00:00:00.000","16:30:00",103,"2018-12-31T00:00:00.000",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","QUEENS","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",1036646,194171,"25-44","BLACK","M",NA,40.699484415,-73.8110390639999,"(40.699484415, -73.811039064)","PATROL BORO QUEENS SOUTH","","18-24","WHITE HISPANIC","F"
"578",763666134,"2018-12-31T00:00:00.000","10:20:00","2018-12-31T00:00:00.000","10:32:00",81,"2018-12-31T00:00:00.000",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT",0,"","","",1001586,189839,"UNKNOWN","UNKNOWN","U",NA,40.68773221,-73.937491478,"(40.68773221, -73.937491478)","PATROL BORO BKLYN NORTH","","25-44","BLACK","M"
"579",524678965,"2018-12-31T00:00:00.000","19:15:00","2018-12-31T00:00:00.000","19:34:00",7,"2018-12-31T00:00:00.000",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",989865,200873,"65+","BLACK HISPANIC","M",NA,40.71803315,-73.979745736,"(40.71803315, -73.979745736)","PATROL BORO MAN SOUTH","","25-44","BLACK HISPANIC","F"
"580",212387335,"2018-12-31T00:00:00.000","16:50:00","2018-12-31T00:00:00.000","17:00:00",81,"2018-12-31T00:00:00.000",106,"FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","ATTEMPTED","FELONY","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",1006734,188708,"25-44","BLACK","M",NA,40.6846162940001,-73.918932657,"(40.684616294, -73.918932657)","PATROL BORO BKLYN NORTH","","25-44","BLACK","M"
"581",857902134,"2018-12-31T00:00:00.000","00:10:00","2018-12-31T00:00:00.000","00:16:00",70,"2018-12-31T00:00:00.000",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","BROOKLYN","FRONT OF","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",994904,167484,"","","",NA,40.626383199,-73.961620674,"(40.626383199, -73.961620674)","PATROL BORO BKLYN SOUTH","","18-24","ASIAN / PACIFIC ISLANDER","M"
"582",224682431,"2018-12-31T00:00:00.000","20:50:00","2018-12-31T00:00:00.000","23:00:00",33,"2018-12-31T00:00:00.000",341,"PETIT LARCENY",339,"LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESTAURANT/DINER","N.Y. POLICE DEPT",0,"","","",1001452,248252,"","","",NA,40.8480609370001,-73.937825162,"(40.848060937, -73.937825162)","PATROL BORO MAN NORTH","","45-64","BLACK","F"
"583",378762266,"2018-12-31T00:00:00.000","12:05:00","2018-12-31T00:00:00.000","12:10:00",32,"2018-12-31T00:00:00.000",344,"ASSAULT 3 & RELATED OFFENSES",113,"MENACING,UNCLASSIFIED","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",1000313,234249,"25-44","WHITE HISPANIC","F",NA,40.809628853,-73.941975579,"(40.809628853, -73.941975579)","PATROL BORO MAN NORTH","","45-64","BLACK","F"
"584",356342099,"2018-12-31T00:00:00.000","07:30:00","2018-12-31T00:00:00.000","08:00:00",42,"2018-12-31T00:00:00.000",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",1008343,239467,"UNKNOWN","WHITE HISPANIC","F",NA,40.8239325480001,-73.9129493459999,"(40.823932548, -73.912949346)","PATROL BORO BRONX","","18-24","BLACK","F"
"585",355140967,"2018-12-31T00:00:00.000","01:40:00","2018-12-31T00:00:00.000","01:45:00",34,"2018-12-31T00:00:00.000",355,"OFFENSES AGAINST THE PERSON",115,"RECKLESS ENDANGERMENT 2","COMPLETED","MISDEMEANOR","MANHATTAN","","STREET","N.Y. POLICE DEPT",0,"","","",1004230,253673,"18-24","BLACK HISPANIC","M",NA,40.862934113,-73.927767983,"(40.862934113, -73.927767983)","PATROL BORO MAN NORTH","","UNKNOWN","UNKNOWN","E"
"586",734850862,"2018-12-31T00:00:00.000","18:05:00","2018-12-31T00:00:00.000","18:10:00",41,"2018-12-31T00:00:00.000",105,"ROBBERY",386,"ROBBERY,PERSONAL ELECTRONIC DEVICE","COMPLETED","FELONY","BRONX","","STREET","N.Y. POLICE DEPT",0,"","","",1015223,238229,"UNKNOWN","BLACK","M",NA,40.8205131450001,-73.888096474,"(40.820513145, -73.888096474)","PATROL BORO BRONX","","<18","BLACK HISPANIC","M"
"587",209812137,"2018-12-31T00:00:00.000","22:00:00","2018-12-31T00:00:00.000","22:40:00",67,"2018-12-31T00:00:00.000",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","BROOKLYN","INSIDE","GROCERY/BODEGA","N.Y. POLICE DEPT",0,"","","",1000763,176551,"18-24","BLACK","M",NA,40.651261193,-73.94049159,"(40.651261193, -73.94049159)","PATROL BORO BKLYN SOUTH","","45-64","ASIAN / PACIFIC ISLANDER","M"
"588",431577519,"2018-12-31T00:00:00.000","13:00:00","2018-12-31T00:00:00.000","13:05:00",103,"2018-12-31T00:00:00.000",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","QUEENS","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",1042913,196419,"UNKNOWN","UNKNOWN","U",NA,40.705615306,-73.788418083,"(40.705615306, -73.788418083)","PATROL BORO QUEENS SOUTH","","25-44","BLACK","F"
"589",582840157,"2018-12-31T00:00:00.000","20:45:00","2018-12-31T00:00:00.000","20:55:00",62,"2018-12-31T00:00:00.000",105,"ROBBERY",386,"ROBBERY,PERSONAL ELECTRONIC DEVICE","COMPLETED","FELONY","BROOKLYN","FRONT OF","STREET","N.Y. POLICE DEPT",0,"","","",985305,158593,"18-24","BLACK HISPANIC","M",NA,40.601985578,-73.996202218,"(40.601985578, -73.996202218)","PATROL BORO BKLYN SOUTH","","45-64","ASIAN / PACIFIC ISLANDER","M"
"590",473135076,"2018-12-31T00:00:00.000","09:40:00","2018-12-31T00:00:00.000","09:49:00",104,"2018-12-31T00:00:00.000",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","QUEENS","FRONT OF","CHAIN STORE","N.Y. POLICE DEPT",0,"","","",1010150,194348,"25-44","WHITE","M",NA,40.7000874500001,-73.90659418,"(40.70008745, -73.90659418)","PATROL BORO QUEENS NORTH","","UNKNOWN","UNKNOWN","D"
"591",743292142,"2018-12-31T00:00:00.000","19:41:00","2018-12-31T00:00:00.000","19:42:00",104,"2018-12-31T00:00:00.000",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","QUEENS","INSIDE","LIQUOR STORE","N.Y. POLICE DEPT",0,"","","",1015653,194856,"UNKNOWN","WHITE","F",NA,40.701463974,-73.886745493,"(40.701463974, -73.886745493)","PATROL BORO QUEENS NORTH","","UNKNOWN","UNKNOWN","D"
"592",418987833,"2018-12-31T00:00:00.000","22:15:00","2018-12-31T00:00:00.000","22:20:00",47,"2018-12-31T00:00:00.000",105,"ROBBERY",384,"ROBBERY,POCKETBOOK/CARRIED BAG","COMPLETED","FELONY","BRONX","","STREET","N.Y. POLICE DEPT",0,"","","",1024017,265601,"UNKNOWN","UNKNOWN","U",NA,40.8956057780001,-73.85616155,"(40.895605778, -73.85616155)","PATROL BORO BRONX","","25-44","BLACK","F"
"593",786748467,"2018-12-31T00:00:00.000","02:40:00","2018-12-31T00:00:00.000","03:00:00",109,"2018-12-31T00:00:00.000",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","QUEENS","INSIDE","BAR/NIGHT CLUB","N.Y. POLICE DEPT",0,"","","",1029932,214337,"25-44","ASIAN / PACIFIC ISLANDER","M",NA,40.754872289,-73.835115665,"(40.754872289, -73.835115665)","PATROL BORO QUEENS NORTH","","45-64","BLACK HISPANIC","M"
"594",473051863,"2018-12-31T00:00:00.000","15:50:00","2018-12-31T00:00:00.000","15:55:00",79,"2018-12-31T00:00:00.000",105,"ROBBERY",396,"ROBBERY,BEGIN AS SHOPLIFTING","COMPLETED","FELONY","BROOKLYN","INSIDE","DRUG STORE","N.Y. POLICE DEPT",0,"","","",998225,186768,"UNKNOWN","BLACK","F",NA,40.679308959,-73.9496169029999,"(40.679308959, -73.949616903)","PATROL BORO BKLYN NORTH","","UNKNOWN","UNKNOWN","D"
"595",155875128,"2018-12-31T00:00:00.000","17:15:00","2018-12-31T00:00:00.000","17:22:00",45,"2018-12-31T00:00:00.000",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","BRONX","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT",0,"","","",1044286,247450,"45-64","WHITE HISPANIC","M",NA,40.84567235,-73.7830100959999,"(40.84567235, -73.783010096)","PATROL BORO BRONX","","25-44","BLACK","F"
"596",292069749,"2018-12-31T00:00:00.000","22:47:00","2018-12-31T00:00:00.000","22:50:00",63,"2018-12-31T00:00:00.000",106,"FELONY ASSAULT",105,"STRANGULATION 1ST","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT",0,"","","",1003865,168110,"25-44","BLACK","M",NA,40.62808613,-73.929337088,"(40.62808613, -73.929337088)","PATROL BORO BKLYN SOUTH","","25-44","BLACK","F"
"597",289321202,"2018-12-31T00:00:00.000","16:55:00","","",75,"2018-12-31T00:00:00.000",126,"MISCELLANEOUS PENAL LAW",117,"RECKLESS ENDANGERMENT 1","COMPLETED","FELONY","BROOKLYN","","STREET","N.Y. POLICE DEPT",0,"","","",1021093,188118,"UNKNOWN","UNKNOWN","U",NA,40.682948761,-73.867162831,"(40.682948761, -73.867162831)","PATROL BORO BKLYN NORTH","","25-44","UNKNOWN","M"
"598",765163343,"2018-12-31T00:00:00.000","11:50:00","2018-12-31T00:00:00.000","11:58:00",20,"2018-12-31T00:00:00.000",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","MANHATTAN","","STREET","N.Y. POLICE DEPT",0,"","","",989248,222672,"UNKNOWN","UNKNOWN","U",NA,40.7778663,-73.981955322,"(40.7778663, -73.981955322)","PATROL BORO MAN NORTH","","45-64","WHITE","F"
"599",555681091,"2018-12-31T00:00:00.000","06:35:00","","",40,"2018-12-31T00:00:00.000",351,"CRIMINAL MISCHIEF & RELATED OF",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","BRONX","FRONT OF","GROCERY/BODEGA","N.Y. POLICE DEPT",0,"","","",1005672,237203,"UNKNOWN","WHITE HISPANIC","M",NA,40.817725389,-73.922607345,"(40.817725389, -73.922607345)","PATROL BORO BRONX","","UNKNOWN","UNKNOWN","D"
"600",314717996,"2018-12-31T00:00:00.000","10:20:00","2018-12-31T00:00:00.000","10:30:00",47,"2018-12-31T00:00:00.000",105,"ROBBERY",388,"ROBBERY,RESIDENTIAL COMMON AREA","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT",0,"","","",1031209,260650,"25-44","BLACK","M",NA,40.8819815210001,-73.8301823799999,"(40.881981521, -73.83018238)","PATROL BORO BRONX","","18-24","BLACK","F"
"601",372991448,"2018-12-31T00:00:00.000","04:30:00","2018-12-31T00:00:00.000","04:40:00",48,"2018-12-31T00:00:00.000",105,"ROBBERY",397,"ROBBERY,OPEN AREA UNCLASSIFIED","COMPLETED","FELONY","BRONX","","STREET","N.Y. POLICE DEPT",0,"","","",1014054,252402,"UNKNOWN","WHITE HISPANIC","M",NA,40.8594179020001,-73.8922570669999,"(40.859417902, -73.892257067)","PATROL BORO BRONX","","45-64","WHITE HISPANIC","M"
"602",684299821,"2018-12-31T00:00:00.000","13:30:00","","",75,"2018-12-31T00:00:00.000",126,"MISCELLANEOUS PENAL LAW",198,"CRIMINAL CONTEMPT 1","COMPLETED","FELONY","BROOKLYN","FRONT OF","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",1019171,189808,"25-44","WHITE HISPANIC","U",NA,40.6875952120001,-73.874083895,"(40.687595212, -73.874083895)","PATROL BORO BKLYN NORTH","","18-24","UNKNOWN","M"
"603",118032154,"2018-12-31T00:00:00.000","03:04:00","2018-12-31T00:00:00.000","03:24:00",67,"2018-12-31T00:00:00.000",347,"INTOXICATED & IMPAIRED DRIVING",905,"INTOXICATED DRIVING,ALCOHOL","COMPLETED","MISDEMEANOR","BROOKLYN","","STREET","N.Y. POLICE DEPT",0,"","","",1006319,179319,"45-64","BLACK","M",NA,40.6588466430001,-73.920459727,"(40.658846643, -73.920459727)","PATROL BORO BKLYN SOUTH","","UNKNOWN","UNKNOWN","E"
"604",537094717,"2018-12-31T00:00:00.000","11:30:00","2018-12-31T00:00:00.000","11:35:00",25,"2018-12-31T00:00:00.000",341,"PETIT LARCENY",321,"LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","MANHATTAN","","STREET","N.Y. POLICE DEPT",0,"","","",1001128,232587,"","","",NA,40.805065604,-73.939035658,"(40.805065604, -73.939035658)","PATROL BORO MAN NORTH","","65+","ASIAN / PACIFIC ISLANDER","M"
"605",638289755,"2018-12-31T00:00:00.000","08:40:00","2018-12-31T00:00:00.000","08:45:00",107,"2018-12-31T00:00:00.000",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","QUEENS","FRONT OF","STREET","N.Y. POLICE DEPT",0,"","","",1035372,202233,"UNKNOWN","UNKNOWN","U",NA,40.7216200980001,-73.815572425,"(40.721620098, -73.815572425)","PATROL BORO QUEENS SOUTH","","25-44","WHITE HISPANIC","M"
"606",292687712,"2018-12-31T00:00:00.000","19:45:00","2018-12-31T00:00:00.000","20:00:00",48,"2018-12-31T00:00:00.000",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",1014533,246923,"UNKNOWN","UNKNOWN","M",NA,40.8443780530001,-73.8905501839999,"(40.844378053, -73.890550184)","PATROL BORO BRONX","","25-44","BLACK","M"
"607",511424183,"2018-12-31T00:00:00.000","13:15:00","2018-12-31T00:00:00.000","13:38:00",52,"2018-12-31T00:00:00.000",106,"FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",1019347,258256,"","","",NA,40.8754658820001,-73.873091717,"(40.875465882, -73.873091717)","PATROL BORO BRONX","","45-64","WHITE","M"
"608",931250911,"2018-12-31T00:00:00.000","02:00:00","2018-12-31T00:00:00.000","02:26:00",46,"2018-12-31T00:00:00.000",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","BRONX","","STREET","N.Y. POLICE DEPT",0,"","","",1007640,249147,"25-44","BLACK","F",NA,40.8505032240001,-73.915455647,"(40.850503224, -73.915455647)","PATROL BORO BRONX","","25-44","BLACK","M"
"609",410203964,"2018-12-31T00:00:00.000","21:09:00","2018-12-31T00:00:00.000","22:27:00",43,"2018-12-31T00:00:00.000",361,"OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",1019118,242040,"UNKNOWN","UNKNOWN","U",NA,40.8309587310001,-73.874004111,"(40.830958731, -73.874004111)","PATROL BORO BRONX","","25-44","BLACK","M"
"610",778309191,"2018-12-31T00:00:00.000","11:50:00","2018-12-31T00:00:00.000","12:00:00",113,"2018-12-31T00:00:00.000",351,"CRIMINAL MISCHIEF & RELATED OF",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","QUEENS","FRONT OF","PARKING LOT/GARAGE (PRIVATE)","N.Y. POLICE DEPT",0,"","","",1045873,186858,"UNKNOWN","UNKNOWN","U",NA,40.6793525310001,-73.777829578,"(40.679352531, -73.777829578)","PATROL BORO QUEENS SOUTH","","UNKNOWN","UNKNOWN","D"
"611",569678550,"2018-12-31T00:00:00.000","10:25:00","2018-12-31T00:00:00.000","11:25:00",104,"2018-12-31T00:00:00.000",351,"CRIMINAL MISCHIEF & RELATED OF",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","QUEENS","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",1010302,194658,"","","",NA,40.70093788,-73.9060448,"(40.70093788, -73.9060448)","PATROL BORO QUEENS NORTH","","25-44","WHITE HISPANIC","M"
"612",375813063,"2018-12-31T00:00:00.000","04:15:00","2018-12-31T00:00:00.000","04:36:00",42,"2018-12-31T00:00:00.000",352,"CRIMINAL TRESPASS",205,"TRESPASS 2, CRIMINAL","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE",2,"","WEBSTER","865",1009295,242593,"25-44","BLACK","F",NA,40.832509874,-73.909497941,"(40.832509874, -73.909497941)","PATROL BORO BRONX","","UNKNOWN","UNKNOWN","E"
"613",652990794,"2018-12-31T00:00:00.000","15:15:00","2018-12-31T00:00:00.000","15:49:00",28,"2018-12-31T00:00:00.000",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","STORE UNCLASSIFIED","N.Y. POLICE DEPT",0,"","","",998954,233791,"25-44","WHITE HISPANIC","F",NA,40.808374136,-73.9468858229999,"(40.808374136, -73.946885823)","PATROL BORO MAN NORTH","","UNKNOWN","UNKNOWN","D"
"614",992314374,"2018-12-31T00:00:00.000","11:55:00","2018-12-31T00:00:00.000","12:05:00",6,"2018-12-31T00:00:00.000",341,"PETIT LARCENY",339,"LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","STREET","N.Y. POLICE DEPT",0,"","","",986786,206842,"UNKNOWN","UNKNOWN","U",NA,40.734418025,-73.9908507599999,"(40.734418025, -73.99085076)","PATROL BORO MAN SOUTH","","45-64","WHITE HISPANIC","F"
"615",372612510,"2018-12-31T00:00:00.000","18:52:00","2018-12-31T00:00:00.000","18:59:00",104,"2018-12-31T00:00:00.000",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","QUEENS","INSIDE","CHAIN STORE","N.Y. POLICE DEPT",0,"","","",1009103,194183,"UNKNOWN","BLACK","F",NA,40.699637566,-73.9103707469999,"(40.699637566, -73.910370747)","PATROL BORO QUEENS NORTH","","UNKNOWN","UNKNOWN","D"
"616",508105945,"2018-12-31T00:00:00.000","17:50:00","2018-12-31T00:00:00.000","17:55:00",40,"2018-12-31T00:00:00.000",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","BRONX","","STREET","N.Y. POLICE DEPT",0,"","","",1007034,236608,"UNKNOWN","WHITE HISPANIC","M",NA,40.8160888740001,-73.917688689,"(40.816088874, -73.917688689)","PATROL BORO BRONX","","45-64","BLACK","M"
"617",641785472,"2018-12-31T00:00:00.000","21:00:00","2018-12-31T00:00:00.000","22:45:00",102,"2018-12-31T00:00:00.000",351,"CRIMINAL MISCHIEF & RELATED OF",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","QUEENS","FRONT OF","STREET","N.Y. POLICE DEPT",0,"","","",1028062,189374,"","","",NA,40.6863644380001,-73.842027763,"(40.686364438, -73.842027763)","PATROL BORO QUEENS SOUTH","","25-44","BLACK","F"
"618",553348610,"2018-12-31T00:00:00.000","18:00:00","2018-12-31T00:00:00.000","18:30:00",19,"2018-12-31T00:00:00.000",109,"GRAND LARCENY",407,"LARCENY,GRAND BY DISHONEST EMP","COMPLETED","FELONY","MANHATTAN","INSIDE","DEPARTMENT STORE","N.Y. POLICE DEPT",0,"","","",993570,216847,"","","",NA,40.7618746900001,-73.966358084,"(40.76187469, -73.966358084)","PATROL BORO MAN NORTH","","UNKNOWN","UNKNOWN","D"
"619",345298711,"2018-12-31T00:00:00.000","15:45:00","2018-12-31T00:00:00.000","15:45:00",63,"2018-12-31T00:00:00.000",126,"MISCELLANEOUS PENAL LAW",112,"MENACING 1ST DEGREE (VICT NOT","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",1000620,168701,"25-44","BLACK","M",NA,40.6297148900001,-73.941025981,"(40.62971489, -73.941025981)","PATROL BORO BKLYN SOUTH","","45-64","BLACK","M"
"620",794758969,"2018-12-31T00:00:00.000","22:00:00","2018-12-31T00:00:00.000","22:30:00",62,"2018-12-31T00:00:00.000",106,"FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","BROOKLYN","","STREET","N.Y. POLICE DEPT",0,"","","",983236,164081,"UNKNOWN","BLACK","M",NA,40.617049019,-74.003653839,"(40.617049019, -74.003653839)","PATROL BORO BKLYN SOUTH","","45-64","ASIAN / PACIFIC ISLANDER","M"
"621",524456064,"2018-12-31T00:00:00.000","08:40:00","2018-12-31T00:00:00.000","08:50:00",28,"2018-12-31T00:00:00.000",351,"CRIMINAL MISCHIEF & RELATED OF",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",999934,233568,"25-44","BLACK","F",NA,40.8077603780001,-73.943346267,"(40.807760378, -73.943346267)","PATROL BORO MAN NORTH","","25-44","BLACK","F"
"622",603294603,"2018-12-31T00:00:00.000","17:20:00","2018-12-31T00:00:00.000","17:25:00",30,"2018-12-31T00:00:00.000",348,"VEHICLE AND TRAFFIC LAWS",916,"LEAVING SCENE-ACCIDENT-PERSONA","COMPLETED","MISDEMEANOR","MANHATTAN","","STREET","N.Y. POLICE DEPT",0,"","","",998224,240845,"UNKNOWN","UNKNOWN","M",NA,40.8277365690001,-73.949508134,"(40.827736569, -73.949508134)","PATROL BORO MAN NORTH","","25-44","WHITE HISPANIC","M"
