"","cmplnt_num","cmplnt_fr_dt","cmplnt_fr_tm","cmplnt_to_dt","cmplnt_to_tm","addr_pct_cd","rpt_dt","ky_cd","ofns_desc","pd_cd","pd_desc","crm_atpt_cptd_cd","law_cat_cd","boro_nm","loc_of_occur_desc","prem_typ_desc","juris_desc","jurisdiction_code","parks_nm","hadevelopt","housing_psa","x_coord_cd","y_coord_cd","susp_age_group","susp_race","susp_sex","transit_district","latitude","longitude","lat_lon","patrol_boro","station_name","vic_age_group","vic_race","vic_sex"
"1",728113739,"2018-12-31T00:00:00.000","08:55:00","2018-12-31T00:00:00.000","09:09:00",115,"2018-12-31T00:00:00.000",113,"FORGERY",729,"FORGERY,ETC.,UNCLASSIFIED-FELO","COMPLETED","FELONY","QUEENS","","STREET","N.Y. POLICE DEPT",0,"","","",1020322,213915,"25-44","WHITE HISPANIC","M",NA,40.7537584340001,-73.869804452,"(40.753758434, -73.869804452)","PATROL BORO QUEENS NORTH","","UNKNOWN","UNKNOWN","E"
"2",916182881,"2018-12-31T00:00:00.000","04:00:00","2018-12-31T00:00:00.000","04:26:00",34,"2018-12-31T00:00:00.000",347,"INTOXICATED & IMPAIRED DRIVING",905,"INTOXICATED DRIVING,ALCOHOL","COMPLETED","MISDEMEANOR","MANHATTAN","","STREET","N.Y. POLICE DEPT",0,"","","",1007320,255391,"45-64","BLACK","M",NA,40.867641967,-73.916590833,"(40.867641967, -73.916590833)","PATROL BORO MAN NORTH","","UNKNOWN","UNKNOWN","E"
"3",547663392,"2018-12-31T00:00:00.000","10:30:00","2018-12-31T00:00:00.000","10:40:00",9,"2018-12-31T00:00:00.000",109,"GRAND LARCENY",439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","COMPLETED","FELONY","MANHATTAN","FRONT OF","OTHER","N.Y. POLICE DEPT",0,"","","",990577,204879,"","","",NA,40.729028172,-73.977173481,"(40.729028172, -73.977173481)","PATROL BORO MAN SOUTH","","18-24","UNKNOWN","F"
"4",754008329,"2018-12-31T00:00:00.000","20:55:00","2018-12-31T00:00:00.000","21:10:00",60,"2018-12-31T00:00:00.000",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",987361,154043,"45-64","WHITE","M",NA,40.58949626,-73.9888003309999,"(40.58949626, -73.988800331)","PATROL BORO BKLYN SOUTH","","45-64","ASIAN / PACIFIC ISLANDER","F"
"5",516455318,"2018-12-31T00:00:00.000","18:11:00","2018-12-31T00:00:00.000","18:49:00",43,"2018-12-31T00:00:00.000",109,"GRAND LARCENY",433,"LARCENY,GRAND FROM STORE-SHOPL","COMPLETED","FELONY","BRONX","INSIDE","DEPARTMENT STORE","N.Y. POLICE DEPT",0,"","","",1022669,243541,"25-44","WHITE HISPANIC","F",NA,40.835063807,-73.861163812,"(40.835063807, -73.861163812)","PATROL BORO BRONX","","UNKNOWN","UNKNOWN","D"
"6",476800744,"2018-12-31T00:00:00.000","14:00:00","2018-12-31T00:00:00.000","14:15:00",45,"2018-12-31T00:00:00.000",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","BRONX","INSIDE","GYM/FITNESS FACILITY","N.Y. POLICE DEPT",0,"","","",1033597,255731,"","","",NA,40.868467378,-73.821582846,"(40.868467378, -73.821582846)","PATROL BORO BRONX","","65+","BLACK","M"
"7",625626332,"2018-12-31T00:00:00.000","00:00:00","2018-12-31T00:00:00.000","07:00:00",75,"2018-12-31T00:00:00.000",341,"PETIT LARCENY",321,"LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","BROOKLYN","","STREET","N.Y. POLICE DEPT",0,"","","",1013438,188609,"","","",NA,40.684324995,-73.894761022,"(40.684324995, -73.894761022)","PATROL BORO BKLYN NORTH","","25-44","WHITE HISPANIC","F"
"8",739000670,"2018-12-31T00:00:00.000","16:30:00","2018-12-31T00:00:00.000","19:00:00",113,"2018-12-31T00:00:00.000",109,"GRAND LARCENY",421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE","COMPLETED","FELONY","QUEENS","OPPOSITE OF","STREET","N.Y. POLICE DEPT",0,"","","",1052441,192191,"","","",NA,40.6939421800001,-73.754095849,"(40.69394218, -73.754095849)","PATROL BORO QUEENS SOUTH","","25-44","BLACK","F"
"9",258850409,"2018-12-31T00:00:00.000","15:05:00","2018-12-31T00:00:00.000","15:08:00",107,"2018-12-31T00:00:00.000",341,"PETIT LARCENY",339,"LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","QUEENS","REAR OF","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",1048134,202903,"UNKNOWN","UNKNOWN","F",NA,40.7233761260001,-73.769525743,"(40.723376126, -73.769525743)","PATROL BORO QUEENS SOUTH","","25-44","WHITE","M"
"10",855070768,"2018-12-31T00:00:00.000","22:05:00","2018-12-31T00:00:00.000","23:00:00",81,"2018-12-31T00:00:00.000",351,"CRIMINAL MISCHIEF & RELATED OF",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE",2,"","","502",1001205,191692,"18-24","BLACK","M",NA,40.692819005,-73.9388606209999,"(40.692819005, -73.938860621)","PATROL BORO BKLYN NORTH","","65+","BLACK","F"
"11",760436865,"2018-12-31T00:00:00.000","18:30:00","","",18,"2018-12-31T00:00:00.000",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","DEPARTMENT STORE","N.Y. POLICE DEPT",0,"","","",990503,215519,"25-44","BLACK","M",NA,40.7582323710001,-73.977430585,"(40.758232371, -73.977430585)","PATROL BORO MAN SOUTH","","UNKNOWN","UNKNOWN","D"
"12",206719980,"2018-12-31T00:00:00.000","09:06:00","2018-12-31T00:00:00.000","09:08:00",75,"2018-12-31T00:00:00.000",341,"PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","FAST FOOD","N.Y. POLICE DEPT",0,"","","",1014802,178928,"","","",NA,40.65774823,-73.889886858,"(40.65774823, -73.889886858)","PATROL BORO BKLYN NORTH","","UNKNOWN","UNKNOWN","D"
"13",555675097,"2018-12-31T00:00:00.000","14:20:00","","",18,"2018-12-31T00:00:00.000",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","DRUG STORE","N.Y. POLICE DEPT",0,"","","",988532,219640,"UNKNOWN","BLACK","M",NA,40.7695446290001,-73.9845424929999,"(40.769544629, -73.984542493)","PATROL BORO MAN SOUTH","","UNKNOWN","UNKNOWN","D"
"14",865894197,"2018-12-31T00:00:00.000","18:30:00","","",77,"2018-12-31T00:00:00.000",235,"DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE",2,"","ALBANY","326",1001186,184867,"45-64","BLACK","M",NA,40.674085974,-73.9389462889999,"(40.674085974, -73.938946289)","PATROL BORO BKLYN NORTH","","UNKNOWN","UNKNOWN","E"
"15",879561067,"2018-12-31T00:00:00.000","08:00:00","2018-12-31T00:00:00.000","08:10:00",72,"2018-12-31T00:00:00.000",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","BROOKLYN","","STREET","N.Y. POLICE DEPT",0,"","","",978970,172542,"25-44","ASIAN / PACIFIC ISLANDER","M",NA,40.6402711700001,-74.0190264679999,"(40.64027117, -74.019026468)","PATROL BORO BKLYN SOUTH","","18-24","WHITE HISPANIC","F"
"16",195675471,"2018-12-31T00:00:00.000","00:30:00","2018-12-31T00:00:00.000","08:30:00",104,"2018-12-31T00:00:00.000",341,"PETIT LARCENY",321,"LARCENY,PETIT FROM AUTO","ATTEMPTED","MISDEMEANOR","QUEENS","OPPOSITE OF","STREET","N.Y. POLICE DEPT",0,"","","",1022057,195554,"","","",NA,40.703354775,-73.863645371,"(40.703354775, -73.863645371)","PATROL BORO QUEENS NORTH","","65+","WHITE HISPANIC","F"
"17",641078120,"2018-12-31T00:00:00.000","18:05:00","2018-12-31T00:00:00.000","18:06:00",90,"2018-12-31T00:00:00.000",348,"VEHICLE AND TRAFFIC LAWS",916,"LEAVING SCENE-ACCIDENT-PERSONA","COMPLETED","MISDEMEANOR","BROOKLYN","","STREET","N.Y. POLICE DEPT",0,"","","",1001538,195540,"UNKNOWN","UNKNOWN","U",NA,40.703380225,-73.937649925,"(40.703380225, -73.937649925)","PATROL BORO BKLYN NORTH","","65+","BLACK","F"
"18",614662379,"2018-12-31T00:00:00.000","01:09:00","2018-12-31T00:00:00.000","01:10:00",44,"2018-12-31T00:00:00.000",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",1007456,241930,"18-24","BLACK","M",NA,40.8306951530001,-73.9161457069999,"(40.830695153, -73.916145707)","PATROL BORO BRONX","","18-24","WHITE HISPANIC","F"
"19",777737556,"2018-12-31T00:00:00.000","13:00:00","2018-12-31T00:00:00.000","13:30:00",25,"2018-12-31T00:00:00.000",341,"PETIT LARCENY",343,"LARCENY,PETIT OF BICYCLE","COMPLETED","MISDEMEANOR","MANHATTAN","","PARK/PLAYGROUND","N.Y. POLICE DEPT",0,"","","",1001963,233039,"UNKNOWN","UNKNOWN","U",NA,40.806304584,-73.936018325,"(40.806304584, -73.936018325)","PATROL BORO MAN NORTH","","45-64","UNKNOWN","M"
"20",471448148,"2018-12-31T00:00:00.000","08:45:00","2018-12-31T00:00:00.000","12:40:00",13,"2018-12-31T00:00:00.000",341,"PETIT LARCENY",343,"LARCENY,PETIT OF BICYCLE","COMPLETED","MISDEMEANOR","MANHATTAN","FRONT OF","STREET","N.Y. POLICE DEPT",0,"","","",985850,210155,"UNKNOWN","WHITE","M",NA,40.7435116090001,-73.994227355,"(40.743511609, -73.994227355)","PATROL BORO MAN SOUTH","","25-44","WHITE","M"
"21",757196778,"2018-12-31T00:00:00.000","08:05:00","2018-12-31T00:00:00.000","08:15:00",25,"2018-12-31T00:00:00.000",106,"FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",1000482,230366,"18-24","WHITE HISPANIC","M",NA,40.7989707770001,-73.9413744719999,"(40.798970777, -73.941374472)","PATROL BORO MAN NORTH","","25-44","WHITE HISPANIC","F"
"22",787163023,"2018-12-31T00:00:00.000","06:15:00","2018-12-31T00:00:00.000","12:30:00",122,"2018-12-31T00:00:00.000",341,"PETIT LARCENY",321,"LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","STATEN ISLAND","","STREET","N.Y. POLICE DEPT",0,"","","",965006,159198,"","","",NA,40.6036253460001,-74.06930384,"(40.603625346, -74.06930384)","PATROL BORO STATEN ISLAND","","25-44","WHITE","M"
"23",274332160,"2018-12-31T00:00:00.000","11:25:00","2018-12-31T00:00:00.000","11:35:00",109,"2018-12-31T00:00:00.000",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","QUEENS","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT",0,"","","",1026628,227067,"25-44","WHITE","F",NA,40.7898292180001,-73.84696091,"(40.789829218, -73.84696091)","PATROL BORO QUEENS NORTH","","25-44","WHITE","M"
"24",992676316,"2018-12-31T00:00:00.000","09:00:00","2018-12-31T00:00:00.000","09:32:00",6,"2018-12-31T00:00:00.000",341,"PETIT LARCENY",313,"LARCENY,PETIT BY FALSE PROMISE","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",986480,206535,"UNKNOWN","UNKNOWN","U",NA,40.733575468,-73.991955005,"(40.733575468, -73.991955005)","PATROL BORO MAN SOUTH","","45-64","WHITE","F"
"25",822203399,"2018-12-31T00:00:00.000","04:11:00","2018-12-31T00:00:00.000","04:29:00",84,"2018-12-31T00:00:00.000",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","BROOKLYN","","TAXI (YELLOW LICENSED)","N.Y. POLICE DEPT",0,"","","",987702,195687,"","","",NA,40.7037999180001,-73.987551262,"(40.703799918, -73.987551262)","PATROL BORO BKLYN NORTH","","45-64","ASIAN / PACIFIC ISLANDER","M"
"26",794842337,"2018-12-31T00:00:00.000","14:20:00","","",122,"2018-12-31T00:00:00.000",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","STATEN ISLAND","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT",0,"","","",946682,142779,"","","",NA,40.5584997440001,-74.135201751,"(40.558499744, -74.135201751)","PATROL BORO STATEN ISLAND","","25-44","WHITE HISPANIC","F"
"27",315394725,"2018-12-31T00:00:00.000","16:35:00","2018-12-31T00:00:00.000","17:00:00",43,"2018-12-31T00:00:00.000",106,"FELONY ASSAULT",105,"STRANGULATION 1ST","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",1024913,243650,"25-44","WHITE","M",NA,40.8353529340001,-73.8530538529999,"(40.835352934, -73.853053853)","PATROL BORO BRONX","","18-24","BLACK","F"
"28",139772911,"2018-12-31T00:00:00.000","09:30:00","2018-12-31T00:00:00.000","09:35:00",102,"2018-12-31T00:00:00.000",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","QUEENS","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT",0,"","","",1027924,192972,"UNKNOWN","WHITE","F",NA,40.6962407870001,-73.842502026,"(40.696240787, -73.842502026)","PATROL BORO QUEENS SOUTH","","25-44","BLACK HISPANIC","M"
"29",610893351,"2018-12-31T00:00:00.000","12:00:00","2018-12-31T00:00:00.000","15:00:00",123,"2018-12-31T00:00:00.000",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","STATEN ISLAND","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT",0,"","","",917161,124173,"","","",NA,40.5072557250001,-74.241257554,"(40.507255725, -74.241257554)","PATROL BORO STATEN ISLAND","","<18","WHITE","F"
"30",702691185,"2018-12-31T00:00:00.000","14:40:00","2018-12-31T00:00:00.000","14:45:00",47,"2018-12-31T00:00:00.000",348,"VEHICLE AND TRAFFIC LAWS",916,"LEAVING SCENE-ACCIDENT-PERSONA","COMPLETED","MISDEMEANOR","BRONX","","STREET","N.Y. POLICE DEPT",0,"","","",1020740,259111,"","","",NA,40.8778069420001,-73.8680500199999,"(40.877806942, -73.86805002)","PATROL BORO BRONX","","25-44","BLACK","F"
"31",368041913,"2018-12-31T00:00:00.000","22:30:00","","",101,"2018-12-31T00:00:00.000",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","QUEENS","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",1051113,160811,"25-44","BLACK","M",NA,40.607821351,-73.759195838,"(40.607821351, -73.759195838)","PATROL BORO QUEENS SOUTH","","45-64","BLACK","F"
"32",479679797,"2018-12-31T00:00:00.000","17:30:00","2018-12-31T00:00:00.000","17:35:00",1,"2018-12-31T00:00:00.000",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","MANHATTAN","INSIDE","HOTEL/MOTEL","N.Y. POLICE DEPT",0,"","","",980817,195774,"25-44","WHITE","M",NA,40.704038719,-74.012383149,"(40.704038719, -74.012383149)","PATROL BORO MAN SOUTH","","25-44","WHITE","F"
"33",264860764,"2018-12-31T00:00:00.000","19:00:00","2018-12-31T00:00:00.000","19:13:00",100,"2018-12-31T00:00:00.000",126,"MISCELLANEOUS PENAL LAW",198,"CRIMINAL CONTEMPT 1","COMPLETED","FELONY","QUEENS","REAR OF","CHURCH","N.Y. POLICE DEPT",0,"","","",1034046,152109,"45-64","WHITE","M",NA,40.584048502,-73.820726195,"(40.584048502, -73.820726195)","PATROL BORO QUEENS SOUTH","","45-64","WHITE","F"
"34",405283758,"2018-12-31T00:00:00.000","19:45:00","2018-12-31T00:00:00.000","19:48:00",60,"2018-12-31T00:00:00.000",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",986653,149522,"<18","BLACK","F",NA,40.577087228,-73.99135108,"(40.577087228, -73.99135108)","PATROL BORO BKLYN SOUTH","","<18","BLACK","M"
"35",994939732,"2018-12-31T00:00:00.000","09:05:00","2018-12-31T00:00:00.000","09:13:00",114,"2018-12-31T00:00:00.000",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","QUEENS","INSIDE","CHAIN STORE","N.Y. POLICE DEPT",0,"","","",1007817,213417,"25-44","BLACK","M",NA,40.752433721,-73.9149412639999,"(40.752433721, -73.914941264)","PATROL BORO QUEENS NORTH","","UNKNOWN","UNKNOWN","D"
"36",748499035,"2018-12-31T00:00:00.000","03:27:00","2018-12-31T00:00:00.000","03:50:00",62,"2018-12-31T00:00:00.000",126,"MISCELLANEOUS PENAL LAW",198,"CRIMINAL CONTEMPT 1","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT",0,"","","",981414,159362,"25-44","WHITE","M",NA,40.604095935,-74.010214648,"(40.604095935, -74.010214648)","PATROL BORO BKLYN SOUTH","","25-44","WHITE","F"
"37",573860731,"2018-12-31T00:00:00.000","01:00:00","2018-12-31T00:00:00.000","06:45:00",103,"2018-12-31T00:00:00.000",341,"PETIT LARCENY",321,"LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","QUEENS","","STREET","N.Y. POLICE DEPT",0,"","","",1038122,190869,"","","",NA,40.690412349,-73.805742402,"(40.690412349, -73.805742402)","PATROL BORO QUEENS SOUTH","","18-24","BLACK","F"
"38",238955427,"2018-12-31T00:00:00.000","00:45:00","2018-12-31T00:00:00.000","00:55:00",61,"2018-12-31T00:00:00.000",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","BROOKLYN","INSIDE","RESTAURANT/DINER","N.Y. POLICE DEPT",0,"","","",1001071,152030,"UNKNOWN","WHITE","M",NA,40.5839555630001,-73.939442702,"(40.583955563, -73.939442702)","PATROL BORO BKLYN SOUTH","","18-24","WHITE","M"
"39",867350280,"2018-12-31T00:00:00.000","14:50:00","2018-12-31T00:00:00.000","14:55:00",5,"2018-12-31T00:00:00.000",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","CLOTHING/BOUTIQUE","N.Y. POLICE DEPT",0,"","","",984952,202784,"UNKNOWN","WHITE","F",NA,40.723280139,-73.997468833,"(40.723280139, -73.997468833)","PATROL BORO MAN SOUTH","","UNKNOWN","UNKNOWN","D"
"40",322830967,"2018-12-31T00:00:00.000","05:30:00","","",18,"2018-12-31T00:00:00.000",106,"FELONY ASSAULT",106,"ASSAULT POLICE/PEACE OFFICER","COMPLETED","FELONY","MANHATTAN","INSIDE","HOTEL/MOTEL","N.Y. POLICE DEPT",0,"","","",990505,214176,"25-44","WHITE","M",NA,40.754546175,-73.977424615,"(40.754546175, -73.977424615)","PATROL BORO MAN SOUTH","","18-24","WHITE","M"
"41",175472000,"2018-12-31T00:00:00.000","12:00:00","2018-12-31T00:00:00.000","12:30:00",84,"2018-12-31T00:00:00.000",578,"HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","BROOKLYN","","TRANSIT - NYC SUBWAY","N.Y. TRANSIT POLICE",1,"","","",987772,191476,"18-24","BLACK","M",30,40.6922416740001,-73.987300996,"(40.692241674, -73.987300996)","PATROL BORO BKLYN NORTH","JAY STREET-BOROUGH HALL","25-44","ASIAN / PACIFIC ISLANDER","M"
"42",338960100,"2018-12-31T00:00:00.000","11:00:00","2018-12-31T00:00:00.000","11:16:00",79,"2018-12-31T00:00:00.000",105,"ROBBERY",396,"ROBBERY,BEGIN AS SHOPLIFTING","COMPLETED","FELONY","BROOKLYN","INSIDE","CHAIN STORE","N.Y. POLICE DEPT",0,"","","",996313,187499,"UNKNOWN","UNKNOWN","M",NA,40.6813182000001,-73.956508991,"(40.6813182, -73.956508991)","PATROL BORO BKLYN NORTH","","UNKNOWN","UNKNOWN","D"
"43",844851005,"2018-12-31T00:00:00.000","01:28:00","2018-12-31T00:00:00.000","01:32:00",45,"2018-12-31T00:00:00.000",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","BRONX","","TRANSIT - NYC SUBWAY","N.Y. TRANSIT POLICE",1,"","","",1032091,241976,"","","",12,40.830722328,-73.827126059,"(40.830722328, -73.827126059)","PATROL BORO BRONX","PELHAM BAY PARK","25-44","WHITE HISPANIC","M"
"44",775827456,"2018-12-31T00:00:00.000","20:00:00","2018-12-31T00:00:00.000","20:20:00",62,"2018-12-31T00:00:00.000",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","BROOKLYN","INSIDE","SOCIAL CLUB/POLICY","N.Y. POLICE DEPT",0,"","","",988753,164620,"25-44","ASIAN / PACIFIC ISLANDER","M",NA,40.6185273770001,-73.983781407,"(40.618527377, -73.983781407)","PATROL BORO BKLYN SOUTH","","UNKNOWN","UNKNOWN","D"
"45",630221491,"2018-12-31T00:00:00.000","01:00:00","2018-12-31T00:00:00.000","08:45:00",75,"2018-12-31T00:00:00.000",351,"CRIMINAL MISCHIEF & RELATED OF",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","BROOKLYN","","STREET","N.Y. POLICE DEPT",0,"","","",1017036,183890,"","","",NA,40.6713598200001,-73.881811023,"(40.67135982, -73.881811023)","PATROL BORO BKLYN NORTH","","45-64","BLACK","F"
"46",958864511,"2018-12-31T00:00:00.000","03:00:00","2018-12-31T00:00:00.000","05:00:00",106,"2018-12-31T00:00:00.000",110,"GRAND LARCENY OF MOTOR VEHICLE",441,"LARCENY,GRAND OF AUTO","COMPLETED","FELONY","QUEENS","FRONT OF","STREET","N.Y. POLICE DEPT",0,"","","",1034099,189425,"","","",NA,40.6864724810001,-73.8202597279999,"(40.686472481, -73.820259728)","PATROL BORO QUEENS SOUTH","","25-44","BLACK","M"
"47",776613456,"2018-12-31T00:00:00.000","17:35:00","2018-12-31T00:00:00.000","17:40:00",24,"2018-12-31T00:00:00.000",341,"PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","DRUG STORE","N.Y. POLICE DEPT",0,"","","",991075,227074,"25-44","BLACK","M",NA,40.789947399,-73.975354157,"(40.789947399, -73.975354157)","PATROL BORO MAN NORTH","","UNKNOWN","UNKNOWN","D"
"48",375824871,"2018-12-31T00:00:00.000","12:30:00","2018-12-31T00:00:00.000","12:45:00",34,"2018-12-31T00:00:00.000",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","GROCERY/BODEGA","N.Y. POLICE DEPT",0,"","","",1002777,248608,"UNKNOWN","BLACK","F",NA,40.8490353710001,-73.933034994,"(40.849035371, -73.933034994)","PATROL BORO MAN NORTH","","45-64","WHITE HISPANIC","F"
"49",467481502,"2018-12-31T00:00:00.000","14:23:00","2018-12-31T00:00:00.000","15:25:00",40,"2018-12-31T00:00:00.000",341,"PETIT LARCENY",339,"LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE",2,"","ADAMS","765",1010526,236982,"18-24","BLACK","M",NA,40.817105702,-73.905071532,"(40.817105702, -73.905071532)","PATROL BORO BRONX","","18-24","BLACK","F"
"50",817423242,"2018-12-31T00:00:00.000","18:00:00","2018-12-31T00:00:00.000","18:05:00",23,"2018-12-31T00:00:00.000",578,"HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","MANHATTAN","INSIDE","STORAGE FACILITY","N.Y. POLICE DEPT",0,"","","",1001496,227823,"UNKNOWN","WHITE","M",NA,40.791989012,-73.9377186239999,"(40.791989012, -73.937718624)","PATROL BORO MAN NORTH","","18-24","WHITE","F"
"51",401665358,"2018-12-31T00:00:00.000","19:18:00","","",70,"2018-12-31T00:00:00.000",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","GROCERY/BODEGA","N.Y. POLICE DEPT",0,"","","",995971,173670,"","","",NA,40.6433611090001,-73.957766091,"(40.643361109, -73.957766091)","PATROL BORO BKLYN SOUTH","","18-24","BLACK","M"
"52",565738041,"2018-12-31T00:00:00.000","05:00:00","2018-12-31T00:00:00.000","05:05:00",114,"2018-12-31T00:00:00.000",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","QUEENS","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE",2,"","","10,046",999585,214041,"18-24","BLACK","M",NA,40.754164551,-73.9446515229999,"(40.754164551, -73.944651523)","PATROL BORO QUEENS NORTH","","18-24","BLACK HISPANIC","F"
"53",223353793,"2018-12-31T00:00:00.000","01:00:00","2018-12-31T00:00:00.000","01:25:00",75,"2018-12-31T00:00:00.000",113,"FORGERY",725,"FORGERY,M.V. REGISTRATION","COMPLETED","FELONY","BROOKLYN","","STREET","N.Y. POLICE DEPT",0,"","","",1021190,177273,"25-44","BLACK","M",NA,40.653181277,-73.8668725209999,"(40.653181277, -73.866872521)","PATROL BORO BKLYN NORTH","","UNKNOWN","UNKNOWN","E"
"54",311304275,"2018-12-31T00:00:00.000","15:00:00","2018-12-31T00:00:00.000","16:00:00",41,"2018-12-31T00:00:00.000",344,"ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","BRONX","INSIDE","STREET","N.Y. POLICE DEPT",0,"","","",1015845,236500,"25-44","WHITE HISPANIC","F",NA,40.8157653270001,-73.885857339,"(40.815765327, -73.885857339)","PATROL BORO BRONX","","18-24","WHITE HISPANIC","F"
"55",718765673,"2018-12-31T00:00:00.000","08:30:00","2018-12-31T00:00:00.000","10:20:00",69,"2018-12-31T00:00:00.000",351,"CRIMINAL MISCHIEF & RELATED OF",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE",2,"","BAY VIEW","218",1015532,169463,"","","",NA,40.631766312,-73.887299705,"(40.631766312, -73.887299705)","PATROL BORO BKLYN SOUTH","","UNKNOWN","UNKNOWN","D"
